#,البيت,النص
56,12,يُؤْذِي القَلِيلُ منَ اللِّئام بطَبعهِ مَنْ لا يَقِلُّ كما يَقِلُّ وَيَلْؤُمُ
57,3,وَالمُسْتَبِدِّ بِعَزْمِهِ كَالسَّيْفِ عِنْدَ مَضائِهِ
58,3,وكلُّ مَنْ فوقَ الثَّرى خائنٌ حتَّى عدُولُ المِصْرِ مثلُ اللُّصوصْ
59,1,كَأَنَّا ((بِتَامَسْنَا)) نَجُوسُ خِلَالَهَا وَمَمْدُودُهَا فِي سَيْرِنَا لَيْسَ يَقْصُرُ
60,54,بمبانٍ كالرَّواسي وصحانٍ كالصَّحاري
61,9,كميتٍ إذا ما شَجَّها الماء صَرَّحَتْ ذخائرَ حانيٍّ عليها يناذِرُهْ
62,8,فَصِرْتُ أُجْدِي كما كانت سَرَاتُهُمُ تُجْدِي، وأُحْمَدُ إفضالًا كما حُمِدُوا
63,2,تمشَّى بها عُفْر الظِّباءِ كأَنَّها أَخائذُ من رُوم يُقَسَّمنَ في نَهْبِ
64,3,عليها من الشَّوْحاط ظِلٌّ كأَنَّهُ هذا ليلُ لَيْلٍ غيرِ منصرِمِ النَّحْبِ
65,31,عَنْ مثْل نَصْل السَّيْفِ إلا أَنَّهُ مُذْ سُلَّ اوَّلَ سَلَّة ٍ لم يُغْمَدِ
66,35,وكأنَّما نافَسْتَ قَدْرَكَ حَظَّهُ وحَسَدْتَ نَفْسَكَ حِينَ أَنْ لَم تُحْسَدِ
67,1,سَقَى دِيارَك غادٍ ماؤُهُ نعمٌ كالقَرْمِ سُدِّمَ فَهْوَ الهادِرُ الرَّاغِي
68,9,كَأَنَّا فِيْهِمُ رَبْعٌ نَقِيْلٌ إِلَى خَوْلَانَ أَوْ عَبْدِ المَدَانِ
69,26,وكأنَّما ظَفِرَتْ يَدَاهُ بالمُنَى أَسْرًا إِذا ظَفِرتْ يَدَاهُ بمُجتَدِي
70,5,وَنُجْلٍ شُبَّ جَائِلُهَا بِكُحْلٍ غَنِيْنَ كَأَنَّها حُوْرُ الجِنَانِ
71,6,وَشُنْبٍ كَالأَقَاحِيْ غِبَّ هَضْبٍ كَأَنَّ رُضَابَهُ صَفْوُ الدِّنَانِ
72,7,عَدَانِي الشَّيْبُ عَنْهَا وَالعَوَادِيْ ومثل الشَّيْبِ عَنْها مَا عَدَانِي
73,8,كالَّذي قام يجمعُ الزنْجَ بالبصْـ ـرَةِ والقَرْمَطِيِّ بالأَحْساءِ
74,6,عُنِيَ الرَبيعُ بِرَوضِهِ فَكَأَنَّما أَهدى إِلَيهِ الوَشيَ مِن صَنعاءِ
75,4,أُمسِي وَأُصبحُ وَالأشواقُ تَلعبُ بي كأنّما أنا منها شارِبٌ ثَمِلُ
76,5,وَأستَلذّ نَسيمًا من دِيارِكُمُ كأنّ أنفاسَهُ من نَشرِكُمْ قُبَلُ
77,23,وَقُلُوبٌ مُوَطَّناتٌ عَلى الرَّوْ عِ كَأنَّ اقْتِحامَها اسْتِسْلامُ
78,25,يَتعَثرْنَ بِالرُّؤوسِ كما مَرَّ بِتاآتِ نُطْقِهِ التَّمْتامُ
79,1,[نِعمةٌ كالشمسِ لَمَّا طلعتْ بَثَّتِ الإشراقَ في كُلِّ بَلَدْ]
80,21,وبعضٌ بكى شَوْقًا ففاضت دُموعُه على الخَدِّ كالمَرْجان سال إِلى النَّحْرِ
81,18,تقول وقد دبّتْ عُقارٌ كأَنّها دَمٌ ودُموعٌ فوق خَدٍّ إِذا تجري:
82,13,لتُبدِيَ سِرَّ العاشقين بصَوْته كما تنطِق الأَقلامُ تُجهِر بالسِّرِّ
83,14,ترَى فَخِذًا لا روحَ فيها كأَنّها إِلى قَدَمٍ نيطتْ تضِجّ إِلى الزَّمْرِ
84,10,يلوح كأَعلامِ المَطارِف وَشْيُه من الصُّفْر فوق البِيض والخُضْر والحُمْرِ
85,17,مَنْ كانَ مَوْلِدُهُ تَقَدَّمَ قَبْلَها أو بَعْدَها، فكأنَّهُ لَمْ يُولَدِ
86,5,لَهُ خُلُقٌ عَذْبٌ وَخَلقٌ مُحَسَّنٌ وظَرْفٌ كعرْفِ الطّيبِ أوْ نشوَة الخمرِ
87,14,يَتَدَاوَى مِنْ كَثرَةِ المالِ بِالإِقْـ ـلالِ جُودًا كأنَّ مالًا سَقامُ
88,3,يَقِلُّ جسومًا، بعضُها مِنْ مُورَّدٍ، وسائرُها في مِثْلِ صِبْغِ الدَّياجِرِ
89,9,ذلك يَوْمٌ يجِلّ عن خَطَري فما لِمثْلي هناك من عَمَلِ؟
90,25,فَتَرَكْتَهُمْ خَلَلَ البُيُوتِ كأنمَا غَضِبَتْ رُءُوسُهُمُ عَلى الأجْسامِ
91,20,وَنخالُهُ سَلَبَ الوَرَى أحْلامَهُمْ مِنْ حِلْمِهِ، فَهُمُ بِلا أحْلامِ
92,11,مُتَعانِقُ الحَوذانِ تَنشُرُهُ الصَبا خَضِلاً وَتَطويهِ كَطَيِّ الرَفرَفِ
93,2,وراحَ كالغُصنِ في تمايُلِهِ سكرانَ يَشتَطّ في تحكّمِهِ
94,24,أَشِرَت بِطَيِّ الحَيِّ في أَثباجِها فَهَوَت كَثُعبانِ الصَفا المُتَخَوَّفِ
95,10,وأَسرع النهضةَ في اشتدادِهِ كالبَرْق يغشاك على بِعادِهِ
96,18,إنْ كانَ مِثْلُكَ كانَ أوْ هو كائنٌ فَبرِئْتُ حِينَئِذٍ مِنَ الإِسلامِ
97,15,صَغَّرْتَ كلَّ كبيرةٍ وكبُرْتَ عَنْ لكأنَّهُ وَعَدَدْتَ سِنَّ غُلامِ
98,10,لَوْ كُنَّ يوْمَ جَرَيْنَ كُن كَصَبرِنا عِنْدَ الرَّحِيل لَكُنَّ غيرَ سِجامِ
99,11,لمْ يَترُكُوا ليَ صاحِبا إلَّا الأسَى وَذمِيلَ دِعْبلَةٍ كَفَحْلِ نَعامِ
100,18,كأَنَّه قَيْصَرُ في أَجنادِهِ يحدو به للطَّرَب المعتادِهِ [!]
101,19,مغرِّدٌ تخال في تَغْرادِهِ أَصواتَ زِيرِ العُودِ من عَوّادِهِ
102,2,أقرّ بالذنب مني لست أَعرفه كيما أَقول كما قالت فنتّفقُ
103,14,ثمّ انثنى للجَمْع باحتيادِهِ كماهدٍ يدنو إِلى مِهادِهِ
104,16,كحارفٍ باللَّيْلِ من حِرادِهِ فأَغرب الإِحصاءَ من عِدادِهِ
105,12,مُحَسَّدٌ، وكأنَّ المكرُماتِ أبَتْ أَنْ تُوجدَ الدَّهْر إِلَّا عند مَحْسُودِ
106,10,يَنْدَى حَيَاءٍ، وتَنْدَى كفُّهُ كَرَمًا كاللَّيْثِ تَخْلِجُهُ في الجَوِّ رِيحَانِ
107,3,أداةُ المنيةِ في جانبَيْه فمن مثلهِ رهبة الراهبِ
108,5,ألم تر في صدرهِ كالسنان وفي الرِّدفِ كالمُرْهَفِ القاضبِ؟
109,2,وفَكٍّ، إذا غَنّى يُحَرّكُ لحيَةً كمِثلِ ذُنابى صَعوَةٍ ليسَ بالواني
110,12,كَبِسَاطِ وَشْيٍ جَرَّدَتْ أَيْدِي آلْقُيُونِ عَلَيْهِ نَصْلًا
111,10,يصيح بالأسحار، في كل صارةٍ كما ناشد الذم الكفيل المعاهدُ
112,33,ذا وجوه كالمرايا وقدود كالسواري
113,6,وما اسْتَدَرَّتْ جُفُونُ العَيْنِ إِذْ بَكَأَتْ أَخْلَافَ دِرَّتِهَا كالنُّؤْيِ والطَّلَل
114,3,ويُصبْحُ منثورُ البلى كنظيمةٍ بناها عَبِيدٌ لا يُقيمُ لَها وزنا
115,6,ويطمعُ في وِردِ السّرابِ معاشرٌ وسوف يَرُوزونَ الخطوبَ كما رُزنا
116,3,كأَنّه الصَّقْرُ إِذا ما انحطّا أَو لَهَبُ النار أُذيقتْ نَفْطا
117,8,ينشِط أُذْنَيْه بهنّ نَشْطا تخال ما دمّين منه شَرْطا
118,2,فأصبحتُ كالحَيْران عند إفاقتي أُسَرّ بما قد كان منّي وأندَمُ
119,9,ما إِن يقَعن الأَرْضَ إِلَّا فَرْطا كأَنَّما يُعجِلن شيئًا لَقْطا
120,24,يَصُدُّ عَنِ الفَوَارِس صَدَّ قَالٍ عن العَشَراتِ يحْسِبُهَا مِئِينَا
121,2,كأنّما حُمْرةُ تُفّاحه حُمْرةُ خَدَّيْه إذا ما خجِلْ
122,30,ولَمْ أرَ مِثْلَهُ حَشَدَتْ عَلَيْهِ صُرُوفُ الدهْرِ أَبْكَارًا وعُونَا
123,29,وظَنُّكَ بالضَّرَائبِ أَنْ تَكَافَا كظَنِّكَ بالأَصَابع يَسْتَوِينَا
124,7,محمرَّةٌ تُحْسَبُ جُلَّنارا، والرّيحُ يُدمي وقعُها الأبشارا
125,1,سُقْيًا لظَبْي كالرُّمْح في نَحَلِهْ طَوْرًا وَطَوْرًا كالغُصْن في مَيَلِهْ
126,1,ليلي طويلٌ وحُزني مثلُه وَكَذا لَيْلُ المُحِبِّ طَويلُ حيثُما كانا
127,15,وَضِراطٌ مثلُ ما انْشَقْـ ـقَ الدَّليقيُّ الصَّقيلُ
128,18,تَلْقَاهُ إِنْ طَرَقَ الزَّمَانُ بِمَغْرَمٍ شَرِهاً إليهِ كَأَنَّمَا هُوَ مَغْنَمُ
129,19,لا يَحْسِبُ الإقْلَالَ عُدْماً بَلْ يَرَى أّنَّ المُقِلّ مِنَ المُروءَة ِ مُعْدِمُ
130,43,يَرَى دُوَلَ الصَّلَاحِ بِعَيْنِ رَاعٍ يَكَادُ يُعِيدُهُنَّ كَمَا بُدِينَا
131,1,عَدِّ عن شارِبِ كأسٍ أَسْكَرَتْ فَهْوَ مثلُ الكَلْبِ في الرِّجْسِ وَلَغْ
132,3,واخْصُصْ عِرَاصَ ((الهاشِمِيِّ)) فإِنَّها حِلَلٌ لأَبْيَضَ كالحُسَامِ القاضِبِ
133,21,تَوَافَتْ لَهُمْ آجَالُهُمْ فكأنَّهُم لَقُوا صَعْقَةً أَو فَضَّ بَيْنَهُمُ حَتْفُ
134,28,خَلَائقُ إِنْ أَكْدَى الحَيَا في غَمَامِهِ تَتَابَعَ عُرْفًا من كَرَائِمِها العُرْفُ
135,69,أمورُكَ الدهرَ أمثالٌ وأمثلة ٌ إذا أمورُ الناس أصبحتْ مثلا
136,41,في قاسم خادمٌ كافٍ كفاكَ به كأنه لك من بين الورى جُبِلا
137,43,مثلُ الحسام الذي يُرضيكَ رونقُهُ وإن ضربتَ به في موطنٍ فصَلا
138,1,وللِسفَّالِ أمثالٌ، فمنها، تَمَثُّلُهُمْ لَدَى الشَّيْءِ المُريبِ
139,15,كأَنَّ الوَدِيعِيِّينَ لَيْلَةَ جِئْتَهُمْ هَوَى بِهِمُ في غَمْرِ مَسْجُورَةٍ جُرْفُ
140,1,أبا بكرٍ لك المثلُ المعلَّى وَخدُّ عدوكَ التَّربُ الذليلُ
141,16,مَضَوْا بَيْنَ أَضْعَافِ الخُطُوبِ كَمَا مَضَتْ جَدِيسٌ، وبانَتْ عن مَنَازِلها هَفُّ
142,8,كَأَنَّهُ غَارَ مِنَّا أَنْ نُصَاحِبَهُ وَخَافَ أَنْ نَتَقَاضَاكَِ المَواعِيدَا
143,37,أضحى بيُمنِك دينُ المصطفى نُسكا محضا كما أضحت الدنيا به غَزلا
144,5,كَأَنَّ جَفْنَيّ سِقْطَا نافِرٍ فَزِعٍ إذَا أَرَادَ وُقُوعًا رِيعَ أَوْ ذِيدَا
145,50,كأنما الشكلُ والإعجامُ شاملُه من البيان ولم يُعجَم ولا شُكلا
146,48,كأن تعديلَ أشباهٍ يصورها تعديلُ أهيفَ لم يَسمن ولا هَزُلا
147,34,وَلاحَ لَنَا وَرْدٌ كَخَدٍّ مُضَرَّجِ
148,14,وَألْفاظُهُ في النّطْقِ كاللّؤلُؤ النّثْرِ
149,2,فأنا أتوبُ كما أسأ تُ وكم أسأتَ ولم تتُب
150,1,هَبْني أسأتُ وكانَ ذَنْـ ـبي مِثْلَ ذَنْبِ أبي لَهَبْ
151,3,وكأنّ الفَجرَ نَهْرٌ غَرِقَتْ فيهِ النّجومُ
152,3,وأراكَ يُنكرني هواكَ كأنَّه عَرَضٌ من الدُّنيا عليكَ أُفيدُه
153,2,ولي أملٌ كأَتَمِّ القنا وحالٌ كأقصَرِ سهمٍ يكونُ
154,1,أغارتْ عليهمْ خُيولُ الزَّمانِ كأنَّ جيادهمُ لم تُغِرْ
155,4,لقد غَرَّني آمِلٌ في الحياةِ كأنِّي بما يَفْعَلُ الدَّهْرُ غِرّْ
156,1,ما أَشْبَهَ الإِمْرةَ بالوَصْلِ وأَشْبَهَ الهِجْرانَ بالعَزْلِ!
157,2,ما كان مِثْلي لِيُرى ضائعًا، لا ضيّع اللهُ فَتًى مِثْلي!
158,5,قُلْ للهَوى يجهَد بي جُهْدَه: قد عُزل الهَجْرُ كما وُلّي
159,34,وَمِنْ شَرَفِ الإِقْدامِ أنَّكَ فِيهِمُ على القَتْلِ مَوْمُوقٌ كأنَّكَ شاكِدُ
160,22,مُخَضَّبَةٌ والْقَوْمُ صَرْعَى كأنَّها وَإنْ لَمْ يَكُونُوا ساجِدِينَ مَساجِدُ
161,24,وتَضْرِبُهُمْ هَبْرًا وَقَدْ سَكَنُوا الكُدَى كمَا سَكَنَتْ بَطْنَ التُّرَابِ الأَساوِدُ
162,12,والرُّزْءُ يُبدي للكريمِ فضيلةً كالمِسْكِ تَرْفَعُ نَشْرَهُ الأفْهارُ
163,11,تَثَنَّى عَلى قَدْرِ الطِّعانِ كأنَّما مَفاصِلُها تَحْتَ الرّماحِ مَرَاوِدُ
164,2,أَلمْ تَرَ كالنعامةِ يَدَّريني ولم يَكُ يَدَّري مثلي الحليمُ
165,3,اتختُلُني وتحسَبُني كخِشْفٍ من الغِزْلانِ اغفلَ ما يريمُ
166,1,كَأَنَّمَا ((البُنِّيُّ)) إِذْ أَفْرَطَتْ زُرْقَةُ لَحْظٍ مِنْهُ فَتَّانْ
167,19,باتت تضيء كأنما أودعتُ منها الكأس نجما
168,3,وصُبْحًا وإظلامًا كأنَّ مَدَاهُما منَ السرِّ في لَوْنَيْهِما بُرْدُ أَرْقَمِ
169,5,كأنَّ سرورَ النَّفْسِ من خطأِ الفَتَى متى ما يكُنْ يُنْكِرْ عليه وينْقِمِ
170,1,بعثت ببرْنيٍّ جَنيٍّ كأنه مخازن تبر قد مُلئن من الشهدِ
171,3,كأنّ بخَدّيْهِ الذي جاءَ حامِلًا بكفّيهِ من ألوانِها حينَ يُقطبُ
172,17,لا تحسبني استَعضْتُ منك لُهى كَفَّيك، إنِّي بكم من النُفُس
173,13,وَحَيَّيْتُ أَكْوَاسِي بِهَا فَكَأَنَّهَا جُسُومٌ تُشِفُّ الرُّوحَ فِي بَدْأَةِ الْخَلْقِ
174,14,تَخَالُ بِهَا الإِبْرِيقَ عِنْدَ سُجُودِهِ إِمَامًا يُطِيلُ المَكْثَ فِي أَحْرُفِ الحَلْقِ
175,6,وشَرْخَ شَبابٍ قد نَضَوْتُ جَديدَهُ لَدَيْكُمْ كَمَا ينْضُو الفَتَى سَمَلَ البُرْدِ
176,1,وفِتْيةٍ كمَصَابيحِ الدُّجَى غُرَرٍ شُمِّ الأُنوف من الصِّيد المَصاليتِ
177,17,وَيُعْرِبُ عَمَّا فِي الضَّمِيرِ كَأَنَّمَا قَصَدْنَا ((سَطِيحا)) أَوْ حُبِسْنَا إِلَى ((شِقِّ))
178,18,عَكَفْنَا عَلَيْهِ، وَالْبُرُوقُ كَأَنَّهَا مُطَهَّمَةٌ شُقرٌ تَبَارَتْ إِلَى السَّبْقِ
179,6,في فَيْلَقٍ للدُّجَى كاليَمّ ملتطِمٍ طامٍ يحار به من هَوْله النُّوتي
180,3,مَرِحْتَ كالفَرَسِ الذّيَّالِ آوِنَةً ثمَّ اعْتراكَ أبو سَعْدٍ فَقَدْ شَكَلَكْ
181,5,وعَيْنَيْ ظَبْية وبجيدِ رئْم كأنّ بَياضَه إبريقُ سامِ
182,6,وجَعْدٍ، زان قُصّتَه جَبينٌ، ترجّل كالعَناقيد السُّخامِ
183,7,ويبدو، حين يبسِم، عن ثَنايا مفلَّجةِ المَثاغر كالنِّظامِ
184,8,كأنّ المِسْكَ والعَسَلَ المصفّى وماءَ الزَّنْجَبيل مع المُدامِ
185,3,يتيه بحاجب وسَوادِ شَعْر على خَدّ كقِرْطاسِ الشآمِ
186,7,أُشْعِرْتَ هَمًّا فذاد النَّوْمَ طارقُهُ كأنَّهُ بِسُهادٍ واصِبٍ كَحَلَكْ
187,1,مُومِسٌ كالإناءِ دَنَّسَهُ الشُّرْ بُ وَوَغْدٌ كأنَّهُ الكَلْبُ والِغْ
188,8,لا أَحْسِبُ الأجْفانَ يَلْقى بَعْضُها بَعْضًا، إذا كانَ الفِراقُ المُلْتَقى
189,2,والرَّمْلُ يُشبهُ في أعدادهِ خَطَئي فما أهُمُّ له يَوْمًا بإحصاءِ
190,37,سجايا يتشابهن كالنُّمرةِ والرُّقْطَهْ
191,30,وحسبنا أن كلَّ ذي كرمٍ إذا ركبتَ المكارمَ ارتدفا
192,5,كأَنّها في زُجاجها قَبَسٌ تذكو بلا سَوْرةٍ ولا لَهَبِ
193,1,خلعتُ مُجوني فاسترحتُ من العَذْل وكُنتُ وما لي في التماجُن من مِثْلِ
194,4,وأخشَع في مَشْيي وأخفِضُ ناظري وسجّادتي في الوَجْه كالدِّرْهَم البَغْلي
195,10,كأَنَّ كَلْبَيْنا إِذا ما انصرما سَهْما رَسيلَين أَرادا عَلَما
196,2,تَحْسَبُ المَاءَ خَطَّ فِي لَهَبِ النَّا ر أدَقّ الخُطُوطِ في الأَحْرَازِ
197,3,كُلَّما رُمْتَ لَوْنَهُ مَنَعَ النَّا ظِرَ مَوْجٌ كأنَّهُ مِنْكَ هازِي
198,1,إنَّ سراجًا نورُهُ ظلمةٌ كأنما يوقدُ في قلبي
199,5,وقد صَغَتِ الجَوزاءُ حتى كأنّها وراءَ نجومٍ هاوياتٍ وغُوَّرِ
200,8,ولا تَسقِينها بنتَ عامٍ، فإنّها كما هيَ في عُنقودِها لم تَغَيَّرِ
201,27,معشرٌ أشبهوا القُرودَ ولكن خالفوها في خِفَّةِ الأرواح
202,2,قامتْ تُودّعني، كغُصْنٍ ناعمٍ، ضَرَبَتْهُ كَفُّ الرّيحِ، فهو يَميدُ
203,12,أم بقَدٍّ كأنه قَدُّ زِقٍّ زِيدَ عرضا ببطنك المُنْدَاح؟
204,8,يدُ حاتمٍ كبَنَانِهِ لشِمالِهِ، ما حاتمٌ مع مثلِهِ مَعدُودُ
205,18,ولَتْكَ أنفاسه تشاكل ذكـ ـراك وحسبي بطيبها وكفى
206,4,كما رأيتَ الكَوكبَ المُنقَضّا، فأطعَمَ القَومَ شِواءً غَضّا
207,4,حسيبُك اللهُ لما بي كما أنَّكَ في فِعلِكَ بي حَسبي
208,2,وقد بدتْ ساقٌ لها خَدلةٌ كأنما تمشي على خِروعِ
209,6,تَعالَى اللهُ ما أقساكَ عنِّي! كذلك كلُّ طَلْقِ القَلْبِ خَال
210,10,ذُخْرٌ لنا في لَزْبة إِن أَتتْ ومثلُه للَّزْب مذخورُ
211,11,كأَنّ سُطورًا فوقها حِمْيَريّةً تكاد وإِن طال الزَّمانُ تَبينُ
212,12,لدى نَرْجِسٍ غَضِّ القِطاف كأَنّه إِذا ما منحْناه العُيونَ عُيونُ
213,2,مِثْلَما تَفْنَى المَسَرّا تُ كَذا تَفنى الهُمومُ
214,2,ويا ناقِضًا عَهدًا، حسِبتُ بأَنَّهُ مُمِرٌّ على مَرِّ الدَّوائرِ، والحِقَبْ
215,1,طَرقَتْ جَنوبُ رحالَنا من مُطْرِقِ ما كنتُ أَحْسَبُها قريبَ المعنقِ
216,2,قَطَعَتْ اليكَ بمثلِ جيدِ جدايةٍ حَسنَ المعلَّقِ ترتجيه مُطَوَّقِ
217,1,ومستوطِنٍ قَلْبي على بُعْدِ داره، معرًّى من الأَشْباه، ليس له مِثْلُ
218,2,ومن يَتَّق اللَّه يصنعْ له ويرزقْهُ من حيثُ لم يحتسبْ
219,2,فلسْتُ كغيرِكَ أُطْلِقْتَ في حياتِكَ، بلْ أنتَ عانٍ أُسِرْ
220,2,فحسبِي مِنَ المالِ قُوتي به وحسبِي منَ البلدِ المَسْكِنُ
