"13","خَرقاءُ يَلعَبُ بِالعُقولِ حَبابُها كَتَلَعُّبِ الأَفعالِ بِالأَسمَاءِ","الأفعال / الأسماء","طباق إيجاب","تقابل بين ركني الجملة (الأفعال والأسماء) لتقوية صورة الاضطراب والانقلاب."
"13","خَرقاءُ يَلعَبُ بِالعُقولِ حَبابُها كَتَلَعُّبِ الأَفعالِ بِالأَسمَاءِ","يلعب / تلعب","جناس الاشتقاق","اشتراك الجذر (ل-ع-ب) مع اختلاف الصيغة لإبراز الحركة والاضطراب."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"14","وَضَعيفَةٌ فَإِذا أَصابَت فُرصَةً قَتَلَت كَذَلِكَ قُدرَةُ الضُّعَفَاءِ","ضعيفة / قدرة الضعفاء","طباق إيجاب","تقابل بين الضعف والقدرة لبيان المفارقة: الضعيف قد يصبح قويًا عند نيل الفرصة."
"14","وَضَعيفَةٌ فَإِذا أَصابَت فُرصَةً قَتَلَت كَذَلِكَ قُدرَةُ الضُّعَفَاءِ","أصابت فرصة / قتلت","استعارة","أسند القتل للضعيفة عند حصول الفرصة، تصويرًا لقوة الأثر رغم ضعفها الظاهري."
"14","وَضَعيفَةٌ فَإِذا أَصابَت فُرصَةً قَتَلَت كَذَلِكَ قُدرَةُ الضُّعَفَاءِ","الضعفاء","كناية","كناية عن من يُستهان بهم، لكنهم قد يفاجئون بقوة فعلهم عند الظروف المناسبة."
"14","وَضَعيفَةٌ فَإِذا أَصابَت فُرصَةً قَتَلَت كَذَلِكَ قُدرَةُ الضُّعَفَاءِ","ضعيفة / ضعفاء","جناس الاشتقاق","اشتراك في الجذر (ض-ع-ف) مع اختلاف الصيغة، مما يزيد التماسك اللفظي للبيت."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"15","جَهمِيَّةُ الأَوصافِ إِلّا أَنَّهُم قَد لَقَّبوها جَوهَرَ الأَشْيَاءِ","جهمية الأوصاف / جوهر الأشياء","طباق إيجاب","تقابل بين الجهامة (القبح/الغموض) والجوهر (القيمة العالية)، لإبراز المفارقة بين ظاهرها وباطنها."
"15","جَهمِيَّةُ الأَوصافِ إِلّا أَنَّهُم قَد لَقَّبوها جَوهَرَ الأَشْيَاءِ","لقّبوها جوهر الأشياء","كناية","كناية عن مدحهم لها واعتبارها ذات قيمة رغم أوصافها الجهمية."
"15","جَهمِيَّةُ الأَوصافِ إِلّا أَنَّهُم قَد لَقَّبوها جَوهَرَ الأَشْيَاءِ","جهمية / جوهر","جناس محرف","تقارب لفظي باختلاف حرف واحد (الميم/الهاء)، مما يخلق موسيقى لفظية."
"15","جَهمِيَّةُ الأَوصافِ إِلّا أَنَّهُم قَد لَقَّبوها جَوهَرَ الأَشْيَاءِ","جهمية الأوصاف","مبالغة","مبالغة في وصف شدّة جهامتها وقبحها الظاهري."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"16","وَكَأَنَّ بَهجَتَها وَبَهجَةَ كَأسِها نارٌ وَنورٌ قُيِّدَا بِوِعَاءِ","بهجتها وبهجة كأسها نار ونور","تشبيه","شبّه البهجة بالنار والنور، للدلالة على القوة والإشراق والجاذبية."
"16","وَكَأَنَّ بَهجَتَها وَبَهجَةَ كَأسِها نارٌ وَنورٌ قُيِّدَا بِوِعَاءِ","نار / نور","طباق إيجاب","تقابل بين النار (حرارة) والنور (إشراق)، مما يقوّي الصورة ويجمع بين المتضادين."
"16","وَكَأَنَّ بَهجَتَها وَبَهجَةَ كَأسِها نارٌ وَنورٌ قُيِّدَا بِوِعَاءِ","نار ونور قُيِّدا بوعاء","استعارة","جعل البهجة شيئًا محسوسًا كالنار والنور المحبوسين داخل وعاء، تصوير لقوة تأثيرها."
"16","وَكَأَنَّ بَهجَتَها وَبَهجَةَ كَأسِها نارٌ وَنورٌ قُيِّدَا بِوِعَاءِ","بهجتها / بهجة كأسها","تكرار","تكرار كلمة “بهجة” لتأكيد شدة السرور والجمال في كل من المرأة والكأس."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"17","أَو دُرَّةٌ بَيضاءُ بِكرٌ أُطبِقَت حَبَلا عَلى ياقوتَةٍ حَمْرَاءِ","درة بيضاء بكر / ياقوتة حمراء","تشبيه","شبّه جمال الصورة بجوهرتين: درّة بيضاء تُطبق على ياقوتة حمراء، تصوير لجمال متداخل اللونين."
"17","أَو دُرَّةٌ بَيضاءُ بِكرٌ أُطبِقَت حَبَلا عَلى ياقوتَةٍ حَمْرَاءِ","درة / ياقوتة","توشيع","توسعة المعنى بذكر نوعين من الجواهر لإغناء الصورة وإظهار رفعة القيمة."
"17","أَو دُرَّةٌ بَيضاءُ بِكرٌ أُطبِقَت حَبَلا عَلى ياقوتَةٍ حَمْرَاءِ","بيضاء / حمراء","طباق إيجاب","تقابل لونيّ يعزز التباين الجمالي بين الدرّة والياقوتة."
"17","أَو دُرَّةٌ بَيضاءُ بِكرٌ أُطبِقَت حَبَلا عَلى ياقوتَةٍ حَمْرَاءِ","أطبقت حبلاً عليها","استعارة","جعل الإطباق عليها كالحبل يشدّها، تصوير لإحكام الالتصاق والتجاور بين اللونين."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"18","وَمَسافَةً كَمَسافَةِ الهَجرِ اِرتَقى في صَدرِ باقي الحُبِّ وَالبُرَحَاءِ","مسافة كمسافة الهجر","تشبيه","شبّه البعد أو الشقة بمسافة الهجر، للدلالة على شدّة الفراق وطوله."
"18","وَمَسافَةً كَمَسافَةِ الهَجرِ اِرتَقى في صَدرِ باقي الحُبِّ وَالبُرَحَاءِ","الهجر / الحب","طباق إيجاب","تقابل بين الهجر والحب لإبراز التناقض بين البعد والمشاعر الباقية."
"18","وَمَسافَةً كَمَسافَةِ الهَجرِ اِرتَقى في صَدرِ باقي الحُبِّ وَالبُرَحَاءِ","ارتقى في صدر باقي الحب","استعارة","جعل الحب ذا صدر يرتقي فيه البعد، تصوير لحركة المشاعر وتقلّبها."
"18","وَمَسافَةً كَمَسافَةِ الهَجرِ اِرتَقى في صَدرِ باقي الحُبِّ وَالبُرَحَاءِ","الحب / البُرحاء","توشيع","توسعة المعنى بضمّ ""البُرحاء"" (الألم الشديد) إلى الحب لإبراز امتزاج العاطفة بالوجع."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"19","بيدٌ لِنَسلِ العيدِ في أُملودِها ما اِرتيدَ مِن عيدٍ وَمِن عُدَوَاءِ","عيد / عدوى","جناس محرف","تقارب لفظي باختلاف حرف واحد (الياء/الواو)، يعطي جرْسًا موسيقيًا ويقوّي العبارة."
"19","بيدٌ لِنَسلِ العيدِ في أُملودِها ما ارتيد من عيد ومن عدوى","نسل العيد","كناية","كناية عن الخير والبركة الممتدة في جمالها أو أثرها."
"19","بيدٌ لِنَسلِ العيدِ في أُملودِها ما ارتيد من عيد ومن عدوى","عيد / عدوى","طباق إيجاب","تقابل معنوي بين العيد (الفرح والسرور) والعدوى (الضرر)، لإبراز اختلاف الأثرين."
"19","بيدٌ لِنَسلِ العيدِ في أُملودِها ما ارتيد من عيد ومن عدوى","في أملودها ما ارتيد","استعارة","جعل ما في الأملود كأنه شيء يُرتاد ويُختار، تصوير لوفرة ما تحمله من خير أو أثر."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"20","مَزَّقتُ ثَوبَ عُكوبِها بِرُكوبِها وَالنَّارُ تَنبُعُ مِن حَصى المَعْزَاءِ","مزّقتُ ثوب عكوبها بركوبها","كناية","كناية عن شدّة السير في الأرض الوعرة المليئة بالعُكوب حتى تمزّق ما عليها."
"20","مَزَّقتُ ثَوبَ عُكوبِها بِرُكوبِها وَالنَّارُ تَنبُعُ مِن حَصى المَعْزَاءِ","النار تنبع من حصى المعزاء","استعارة","شبّه توهّج الحصى تحت وقع الحوافر أو السير بخروج النار منها، تصوير للمشقّة والحرارة."
"20","مَزَّقتُ ثَوبَ عُكوبِها بِرُكوبِها وَالنَّارُ تَنبُعُ مِن حَصى المَعْزَاءِ","مزّقت / تنبع","جناس محرف","تقارب لفظي مع اختلاف الحروف، يضيف جرْسًا موسيقيًا للبيت."
"20","مَزَّقتُ ثَوبَ عُكوبِها بِرُكوبِها وَالنَّارُ تَنبُعُ مِن حَصى المَعْزَاءِ","عكوبها / حصى المعزاء","توشيع","توسيع في الوصف بذكر نوعين من الأرض الوعرة: العكوب والحصى، لتقوية صورة المشقة."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"21","وَإِلى اِبنِ حَسّانَ اِعتَدَت بي هِمَّةٌ وَقَفَت عَلَيهِ خُلَّتِي وَإِخَائِي","همة اعتدت بي","استعارة","جعل الهمة كأنها دابة تعتدي به وتسير، تصوير لقوة الإرادة ودفعها لصاحبها."
"21","وَإِلى اِبنِ حَسّانَ اِعتَدَت بي هِمَّةٌ وَقَفَت عَلَيهِ خُلَّتِي وَإِخَائِي","خلّتي / إخائي","ترصيع","توافق لفظي ومعنوي بين الكلمتين على وزن واحد، مما يحقق انسجامًا موسيقيًا."
"21","وَإِلى اِبنِ حَسّانَ اِعتَدَت بي هِمَّةٌ وَقَفَت عَلَيهِ خُلَّتِي وَإِخَائِي","خلّتي / إخائي","طباق إيجاب","تقابل بين نوعين من العلاقة: الخُلّة (الصداقة الشديدة) والإخاء (الأخوّة)، لإظهار عمق الرابط."
"21","وَإِلى اِبنِ حَسّانَ اِعتَدَت بي هِمَّةٌ وَقَفَت عَلَيهِ خُلَّتِي وَإِخَائِي","وقفت عليه خلّتي وإخائي","كناية","كناية عن الثبات في الوفاء والمودة تجاه ابن حسان."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"22","لَمّا رَأَيتُكَ قَد غَذَوتَ مَوَدَّتي بِالبِشرِ وَاِستَحسَنتَ وَجهَ ثَنَائِي","غذوت مودّتي بالبشر","استعارة","شبّه المودة شيئًا يُغذّى بالبِشر والبشاشة، تصوير لزيادة المودة باللطف وحسن اللقاء."
"22","لَمّا رَأَيتُكَ قَد غَذَوتَ مَوَدَّتي بِالبِشرِ وَاِستَحسَنتَ وَجهَ ثَنَائِي","البشر / استحسنت وجه ثنائي","توشيع","توسعة المعنى بربط البشر (اللطف في الوجه) باستحسان الثناء، مما يعمّق صورة القبول والمحبة."
"22","لَمّا رَأَيتُكَ قَد غَذَوتَ مَوَدَّتي بِالبِشرِ وَاِستَحسَنتَ وَجهَ ثَنَائِي","استحسنت وجه ثنائي","كناية","كناية عن قبول المدح والترحيب بالمحبة المتبادلة."
"22","لَمّا رَأَيتُكَ قَد غَذَوتَ مَوَدَّتي بِالبِشرِ وَاِستَحسَنتَ وَجهَ ثَنَائِي","غذوت / استحسنت","جناس محرف","تقارب صوتي مع اختلاف الحروف يضيف موسيقى خفيفة للبيت."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"23","أَنبَطتُ في قَلبي لِوَأيِكَ مَشرَعاً ظَلَّت تَحومُ عَلَيهِ طَيرُ رَجَائِي","أنبطت في قلبي مشرعًا","استعارة","جعل القلب كالأرض التي تُنبط فيها العيون، والمشرع منفذًا، تصوير لفتح باب الأمل في القلب."
"23","أَنبَطتُ في قَلبي لِوَأيِكَ مَشرَعاً ظَلَّت تَحومُ عَلَيهِ طَيرُ رَجَائِي","طير رجائي","استعارة","شبّه الرجاء بطيرٍ يحوم، تصوير لحركة الأمل الدائمة حول ما يرجوه."
"23","أَنبَطتُ في قَلبي لِوَأيِكَ مَشرَعاً ظَلَّت تَحومُ عَلَيهِ طَيرُ رَجَائِي","طير / رجائي","توشيع","توسعة للصورة بجعل الرجاء ذا هيئة طيرٍ حيّ يتحرّك، مما يزيد قوة المشهد."
"23","أَنبَطتُ في قَلبي لِوَأيِكَ مَشرَعاً ظَلَّت تَحومُ عَلَيهِ طَيرُ رَجَائِي","تحوم عليه طير رجائي","كناية","كناية عن التعلّق الشديد بالأمل المتعلق بوعده ووَأيه."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"24","فَثَوَيتُ جاراً لِلحَضيضِ وَهِمَّتي قَد طُوِّقَت بِكَواكِبِ الجَوْزاءِ","ثويت جارًا للحضيض / همتي طوقت بكواكب الجوزاء","طباق إيجاب","تقابل بين الحضيض (الأسفل) وكواكب الجوزاء (العلوّ)، لإبراز التفاوت بين حال الجسد وسموّ الهمة."
"24","فَثَوَيتُ جاراً لِلحَضيضِ وَهِمَّتي قَد طُوِّقَت بِكَواكِبِ الجَوْزاءِ","همتي طوقت بكواكب الجوزاء","استعارة","شبّه الهمة بشيء عالٍ يطوّق بالكواكب، إشارة لعلوّها وسموّ مقصدها."
"24","فَثَوَيتُ جاراً لِلحَضيضِ وَهِمَّتي قَد طُوِّقَت بِكَواكِبِ الجَوْزاءِ","جارًا للحضيض","كناية","كناية عن الانخفاض في المكان أو الحال الحسي مقابل الارتفاع المعنوي في الهمة."
"24","فَثَوَيتُ جاراً لِلحَضيضِ وَهِمَّتي قَد طُوِّقَت بِكَواكِبِ الجَوْزاءِ","الحضيض / الجوزاء","توشيع","توسيع للصورة بجمع موضعين متباعدين جدًّا: أدنى الأرض وأعلى السماء."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"25","إيهِ فَدَتكَ مَغارِسي وَمَنابِتي إِطرَح غَناءَكَ في بُحورِ عَنَائِي","فدتك مغارسي ومنابتي","كناية","كناية عن شدة المحبة وبذل النفس وما يتصل بها في سبيله."
"25","إِطرَح غناءَكَ في بُحورِ عَنَائِي","غناءك / بحور عنائي","استعارة","جعل العناء بحورًا تُطرح فيها الأصوات أو الغناء، تصوير لغرق الشاعر في الهموم."
