"5","أَلا أَيها الوادي الذي ضم سيله إِلينا نوى ظمياءَ حُيِّيتَ واديا","ألا أيها الوادي… حييت","أسلوب إنشائي (نداء)","نداء للوادي على سبيل التشخيص، إظهار شدة التعلّق بالمكان."
"5","أَلا أَيها الوادي الذي ضم سيله إِلينا نوى ظمياءَ حُيِّيتَ واديا","حيِّيت واديا","توشيع","زيادة لفظية لإتمام الفاصلة الموسيقية وتوكيد التحية بطريقة بلاغية."
"5","أَلا أَيها الوادي الذي ضم سيله إِلينا نوى ظمياءَ حُيِّيتَ واديا","ضمّ سيله إلينا","استعارة","جعل السيل كأنه جسم يضمّ الأشياء، تشخيص للماء لبيان شدّة اتصال المكان بهم."
"5","أَلا أَيها الوادي الذي ضم سيله إِلينا نوى ظمياءَ حُيِّيتَ واديا","الوادي / سيله","جناس الاشتقاق","علاقة اشتقاق معنوية بين الوادي وسيله لزيادة الترابط الموسيقي والدلالي."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"6","تَخَطَّى إِلينا من بعيد خيالُها يخوضُ خُداريًّا من الليل داجيا","تخطّى خيالها","استعارة","جعل الخيال كأنه جسم يمشي ويتخطى، تشخيص للخيال لبيان شدّة حضوره في نفس الشاعر."
"6","تَخُوضُ خُداريًّا من الليل**","تشبيه ضمني","تشبيه حركة الخيال بحركة من يخوض في سواد الليل، دون أداة تشبيه، تقوية لصورة الغموض والبعد.",""
"6","الليل الداجي","مبالغة","وصف الليل بشدّة الظلمة (داجٍ)، مبالغة في تصوير العتمة التي يغيب فيها الخيال ويظهر.",""
"6","خيال / الليل","مقابلة","مقابلة بين «الخيال» (المعنوي) و«الليل» (الحسي)، لإبراز التباين بين الرؤية والظلمة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"7","نظرتُ بِرَهْبَى والظعائن باللِّوَى فطارت برهبى شُعبة من فؤاديا","نظرتُ برهبى… فطارت برهبى","تكرار","تكرار كلمة «رهبى» لإبراز أثر المكان في نفس الشاعر وشدّة الارتباط العاطفي به."
"7","فطارَت شُعبة من فؤادي","استعارة","جعل جزءًا من فؤاده كأنه يطير، استعارة للدلالة على شدّة الجزع والحزن عند رؤية الظعائن.",""
"7","برهبى / باللوى","جناس التصحيف","تقارب لفظي باختلاف حرف واحد تقريبًا، يعطي موسيقى لفظية ويقوّي التناسب بين المكانين.",""
"7","رهبى / فؤادي","كناية","التعبير عن فوات شيء من القلب كناية عن شدّة التأثر والوجد.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"8","فإِنكِ إِن تُعْطِي قليلا فطال ما منعتِ وحلّأتِ القلوب الصواديا","تعطي قليلا / منعتِ","طباق سلب","تقابل بين العطاء والمنع لإبراز قلّة ما تُعطيه وكثرة ما تمنعه."
"8","حلّأتِ القلوب الصواديا","استعارة","صوّر القلوب العطشى كأنها طيور أو دواب تُحلَأ عن الماء (يُمنع عنها)، استعارة للدلالة على حرمانهم من الوصال.",""
"8","تعطي / منعتِ","مقابلة","مقابلة بين الفعلين لزيادة إظهار التناقض بين شحّ العطاء وكثرة المنع.",""
"8","القلوب الصواديا","كناية","كناية عن شدّة التعلّق والمحبة، إذ شبّه القلوب بالعطشى التي تبحث عن الارتواء من وصلها.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"9","دُنُوَّ عتاقِ الطيرِ للزجر بعدما شَمَسْنَ وولَّيْنَ الخدودَ العواصيا","دنوّ عتاق الطير للزجر","تشبيه","يشبّه حالهن بحال الطير النفيس (العتاق) الذي يُدنى للزجر، تصوير لهيبتهن ونفورهنّ."
"9","شمسن / ولّين","طباق سلب","تقابل بين التشمّس (الظهور والانكشاف) والولاء (الابتعاد والانصراف)، لتصوير تقلّب حالهنّ.",""
"9","الخدود العواصيا","استعارة","وصف الخدود بـ«العواصي» كأنها تمتنع وتتمرّد، تشخيص للخدود للدلالة على شموخهنّ.",""
"9","شمسن / ولين","مقابلة","إبراز التناقض بين فعلين متعاكسين لبيان تغيّر المشهد وتحوّل الحالة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"10","تُعَيِّرني الإِخلافَ ليلى وأَفْضَلَتْ على وصلِ ليلى قُوَّةٌ من حباليا","الإخلاف / وصل ليلى","طباق سلب","تقابل بين الإخلاف (نقض الوعد) والوصل، لإبراز التناقض بين ما تُعيّره به ليلى وما يفعله لأجل وصلها."
"10","قوّة من حباليا","كناية","كناية عن شدة التعلّق والثبات على الوصل، كأن وصالها حبال متينة تشدّه إليها.",""
"10","الإخلاف / قوّة الحبال","مقابلة","جمع بين مفهوم الإخلاف ومفهوم القوة والمتانة، لإبراز المفارقة بين الاتهام والفعل الحقيقي.",""
"10","حباليا","جناس التصريف","اشتقاق من حبل/حبال يعطي نغمة موسيقية ويعبّر عن التمسّك والمعنى المجازي للوصال.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"11","فما أَبصر النارَ التي وضحت له وراءَ جُفافِ الطيرِ إِلا تماريا","أبصر النار / تماريا","عكس","مقابلة بين الإبصار والمراء (الشك)، للدلالة على أنّ الرؤية غير مؤكّدة رغم ظهور النار."
"11","وراء جفاف الطير","كناية","كناية عن بُعد المكان ووعورته، إذ يُذكر الجفاف (اليُبوسة) للدلالة على القفر والبعد.",""
"11","وضحت له النار","استعارة","تصوير النار كأنها تُظهر نفسها له بوضوح، تشخيص للدلالة على قوّة لمعانها رغم بعدها.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"12","لَحِقْتُ وأَصحابي على كل حُرَّةٍ مَرُوح تُبارِي الأَحْبَشِيَّ المُكارِيَا","تُبارِي الأحبشي المكاري","تشبيه","يشبّه سرعة الناقة (المَروح) بسرعة «الأحبشيّ المكاري» المعروف بخفته وعدوه، لبيان شدّة سرعتها."
"12","على كل حُرّةٍ مروح","كناية","كناية عن القوة والنشاط؛ فالحُرّة من النوق القوية، والمَروح السريعة.",""
"12","مروح / تُبارِي","جناس التصريف","تقارب اشتقاقي يضفي انسجامًا صوتيًا ويبرز معنى المنافسة والسرعة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"13","تَرامَيْن بالأَجواز في كل صَفْصَفٍ فأدنين من خَلْجِ البُرين الذفاريا","تَرامَيْن / فأدنين","طباق سلب","تقابل بين البعد (تَرامَيْن) والقرب (أدنين)، لإبراز حركة النوق بين الابتعاد والاقتراب."
"13","تَرامَيْن بالأجواز","استعارة","صوّر السير الشديد والانتشار بالرمي، تشبيه السير الحثيث بانتشار السهام.",""
"13","خلج البرين الذفاريا","كناية","كناية عن موضع فيه نبات وماء، يدلّ على مكان مرغوب تسعى إليه الإبل.",""
"13","تَرامَيْن / أدنين","مقابلة","إبراز التناقض بين الفعلين لزيادة تصوير حركة الإبل واتساع مسيرها في الصحارى.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"14","إِذا بلَّغت رحلي رجيعٌ أملها نزوليَ بِالمَوْماةِ ثم ارتحاليا","نزولي بالمومّاة ثم ارتحاليا","طباق سلب","تقابل بين النزول والارتحال، لإبراز شدّة تنقّله وتقلّب أحواله في السفر."
"14","رجيع أملها","كناية","كناية عن أن ما يعود إليه من أمل قليل أو ضعيف، أي أنّ أمله في الوصول محدود ومتعبّد.",""
"14","بلغت رحلي","استعارة","جعل «الرحل» كأنه شيء يُبلّغ، أي يُوصل إلى موضع معيّن، تصوير لتمام قطع المسافة.",""
"14","نزولي… ارتحالي","مقابلة","جمع بين حالتي الاستقرار والرحيل لإظهار كثرة تغيّر مواقع الشاعر في الصحراء.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"15","مُخَفِّقة يهوِي على الهول رَكْبُها قليلا بها ما ينظرون التواليا","يهوِي على الهول ركبها","استعارة","صوّر الركب كمن يهوي مباشرة نحو الهول (الخطر)، مبالغة في شجاعتهم وعدم ترددهم."
"15","قليلًا بها ما ينظرون التواليا","كناية","كناية عن سرعة الركب؛ فلا وقت لديهم للتوالي والنظر خلفهم.",""
"15","يهوِي / ينظرون","مقابلة","جمع بين فعلين متباينين: الاندفاع إلى الأمام (يهوِي) وقلة النظر أو التريّث، لبيان شدّة العجلة.",""
"15","مخفّقة / يهوِي","جناس التصريف","تقارب اشتقاقي يضيف إيقاعًا ويقوّي صورة الحركة العنيفة والسريعة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"16","تجول بها موتى الشخاص كأنها قذى غَرَق يُضْحِي به الماء طافيا","كأنها قذى غرق","تشبيه","شبّه اضطراب حركة الركائب بما يطفو فوق الماء من قذى الغرق، تصوير للاضطراب الشديد والاهتزاز."
"16","تجول بها موتى الشخَاص","استعارة","جعل «الشخاص» موتى، أي لا يظهر لهم حراك أو تمييز من شدّة الاضطراب، تصوير للمشهد العنيف.",""
"16","قذى / غرق / الماء طافيا","توشيع","تكرار الألفاظ المرتبطة بالماء والطفو لزيادة قوة الصورة وتفصيل المشهد.",""
"16","قذى غرق / الماء طافيا","مبالغة","مبالغة في تصوير شدّة الاضطراب حتى جعله كقذى الغريق الذي تطفو أجزاؤه.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"17","لَشَقَّ على ذي الحِلم أن يتبع الهوى ويرجو من الأقصى الذي ليس لاقيا","يتبع الهوى / ذي الحِلم","طباق سلب","تقابل بين «الهوى» و«الحِلم»، لإبراز التناقض بين الانقياد للشهوة ورجاحة العقل."
"17","يرجو من الأقصى الذي ليس لاقيا","كناية","كناية عن طلب غير ممكن أو رجاء لا يتحقق، أي أنّ من يتبع الهوى يتعلّق بما لا يُنال.",""
"17","يتبع / يرجو","مقابلة","مقابلة بين الفعلين لإظهار أثر اتباع الهوى: اتباع يقود إلى رجاء عقيم لا يُدرك.",""
"17","الأقصى / ليس لاقيا","مبالغة","المبالغة في وصف البعد واليأس من اللُّقي لإظهار مدى استحالة الرجاء.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"18","وكائن ترى في الحي من ذي صداقة وغَيرانَ يدعُو ويلَه من حِذَاريا","ذي صداقة / غَيران","طباق إيجاب","تقابل بين الصديق والغيران لإظهار التناقض في طباع الناس داخل الحي."
"18","يدعو ويلَه من حِذَاريا","كناية","كناية عن شدّة الخوف والتحذّر؛ فهو يدعو بالويل من شدة ما يخشاه.",""
"18","ذي صداقة / غَيران","مقابلة","إبراز التباين بين حالين اجتماعيّين متضادّين: الوفاء مقابل الغيرة.",""
"18","يدعو ويلَه","مبالغة","مبالغة في تصوير الفزع والضعف؛ إذ لا يدعو بالويل إلا من اشتدّت به المخاوف.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"19","إِذا ذُكرت هند أتيح ليَ الهوى على ما ترى من هِجرتي واجتنابيا","هجرَتي / اجتنابي","جناس التصريف","اشتقاق من الجذر نفسه (هجر/اجتناب) يبرز شدة إصراره على البعد."
"19","أتيح لي الهوى","استعارة","جعل الهوى شيئًا يُتاح ويُعرَض، كأنه فرصة تأتيه رغم بعده، تشخيص للهوى.",""
"19","هجرَتي / الهوى","طباق سلب","تقابل بين الهجر والهوى لإبراز الصراع بين الرغبة القلبية والإرادة العقلية.",""
"19","على ما ترى من هجرتي واجتنابيا","كناية","كناية عن محاولته الجاهدة للبعد رغم شدة ميله، أي أنه يفصح عن قوة الحب رغم المجاهدة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"20","خليليَّ لولا أن تظنّا بي الهوى لقلت سمعنا من سكينة داعيا","لولا أن تظنّا بي الهوى","كناية","كناية عن شدّة حيائه وخوفه من أن يُتَّهَم بالميل، فهو يكفّ عن القول لئلا يُظَنَّ به الهوى."
"20","تظنّا بي الهوى / قلت سمعنا","مقابلة","مقابلة بين ظنّ الهوى وبين القول والسماع، لإبراز ما يمنعه من الإقدام على التصريح.",""
"20","سمعنا من سُكينة داعيا","استعارة","تصوير الصوت أو النداء كأنه «داعٍ» يُسمَع من سكينة، تشخيص للنداء.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"21","قفا فاسمعا صوت المنادي فإنه قريبٌ وما دانيتُ بالود دَانيا","قفا فاسمعا","أسلوب إنشائي (نداء)","استخدام أسلوب النداء للتوجيه والانتباه إلى صوت المنادي، لإبراز شدّة أهميته."
"21","قريبٌ / دَانيا","طباق سلب","تقابل بين القرب الظاهر والقرب الفعلي في الوصل، لإبراز مدى تباين الإدراك والعاطفة.",""
"21","بالود دَانيا","كناية","كناية عن العلاقة القريبة بالحب والمودّة، أي أنّ القرب الحقيقي قائم على المحبة.",""
"21","صوت المنادي / فاسمعا","توشيع","توسيع الفعل والنداء لإبراز أهمية سماع الصوت وتأثيره على المتلقي.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"22","أَلا طرقت أَسماءُ لا حِين مَطْرَق أَحَمَّ عُمانيا وأَشعث ماضيا","ألا طرقت أسماء","أسلوب إنشائي (نداء)","نداء مباشر لإبراز وقع وصول الأسماء، والتنبيه لشدة الحدث أو وصول الخبر."
"22","أحَمَّ عُمانيا / أشعث ماضيا","طباق سلب","تقابل بين الوضوح (أحَمَّ) والفوضوية (أشعث) لتصوير التباين بين المظاهر.",""
"22","أسماء / مطرق","كناية","كناية عن الصوت المدوّي أو الرسالة المبلغة، أي أنّ مرور الأسماء يحمل خبرًا مهمًا.",""
"22","أحَمَّ / أشعث","مبالغة","مبالغة في وصف حالة الأسماء والشخصيات لتقوية الصورة الحركية والمشهدية.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"23","لدى قَطَريات إِذا ما تَغَوَّلَتْ بنا البيد غاولن الحُزُوم القياقيا","تغوّلت بنا البيد","استعارة","تصوير البيد (الصحراء) وكأنها تتغوّل وتتسلّط على الشاعر وركبه، لتوضيح صعوبة السفر وشدّة المشقة."
"23","غاولن الحُزوم القياقيا","تشبيه","تشبيه المتسابقين أو الماشين في البيد بالغَوالين، لإظهار صعوبة المسير ومواجهة الطبيعة.",""
"23","تغوّل / غاولن","مقابلة","مقابلة بين فعل الطبيعة وفعل البشر، لإبراز صراع الإنسان مع البيئة.",""
"23","البيد / الحُزوم القياقيا","كناية","كناية عن مدى اتساع الصحراء ومسافة السفر الطويلة التي يقطعها الركب.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"24","فَحُيِّيتَ مِنْ سَارٍ تَكَلَّفَ مَوْهِنًا مَزارًا على ذي حاجة متراخيا","حُيِّيتَ من سار","أسلوب إنشائي (نداء)","استخدام أسلوب التحية للتعبير عن التقدير وإظهار الاحترام للشخص المارّ."
"24","تكلف موهنًا","مبالغة","تصوير التكلف بالإضعاف والجهد لإظهار صعوبة التحية أو أثرها المرهق.",""
"24","على ذي حاجة متراخيا","كناية","كناية عن الشخص المحتاج أو المريض، أي أنّ التحية جاءت لتخفيف المعاناة أو التعب.",""
"24","سار / متراخيا","مقابلة","مقابلة بين الحركة والنشاط مقابل التراخي والضعف، لإبراز التباين في الصورة والمشهد.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"25","إِذا ما جعلتُ السِّيَّ بيني وبينها وحرَّةَ ليلى والعَقِيقَ اليمانيا","السي بيني وبينها","استعارة","جعل السي حاجزًا بينه وبينها، أي تصوير الفراق أو البعد كجدار أو مسافة فاصلة."
"25","حرّة ليلى / العقيق اليماني","تشبيه","شبّه جمالها وصفاءها بالعقيق اليماني الثمين، لإظهار جمالها ونفاسة حضورها.",""
"25","السي / ليلى","مقابلة","مقابلة بين الحاجز المادي (السي) وبين جمال الشخص المفقود، لإبراز التباين بين القرب والبعد.",""
"25","حرّة / العقيق","جناس التصريف","تقارب لفظي بين وصف الإنسان ووصف الحجر الثمين لتعزيز الموسيقى الإيقاعية للبيت.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"26","دعوتُ إِلى ذي العرش ربِّ محمد ليجمعَ شعبًا أو يقرّبَ نائيًا","ليجمع شعبًا / يقرّب نائيًا","طباق سلب","تقابل بين الجمع والقرب، لإبراز قدرة الدعاء على تحقيق ما هو بعيد أو جمع ما تفرق."
"26","إلى ذي العرش ربّ محمد","أسلوب إنشائي (نداء)","نداء لله للتفويض والطلب، يعكس التواضع والخضوع أمام القدرة العليا.",""
"26","شعبًا / نائيًا","كناية","كناية عن الناس القريبين والبعيدين، لتوضيح شمول الدعاء لكل المخلوقات.",""
"26","جمع / قرب","مقابلة","إبراز التناقض بين الفعلين لإظهار تنوع أثر الدعاء بين القرب والبعد.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"27","ويأمرني العُذال أن أغلب الهوى وأن أخفي الوجد الذي ليس خافيا","أغلب الهوى / أخفي الوجد","طباق سلب","تقابل بين الانقياد للهوى وإخفاء الوجد، لإبراز الصراع الداخلي بين الرغبة والمبادئ."
"27","الوجد الذي ليس خافيا","كناية","كناية عن المشاعر الصادقة والواضحة التي يصعب إخفاؤها، أي أنّ الشاعر يكتم شيئًا ظاهرًا للكل.",""
"27","أغلب / أخفي","مقابلة","مقابلة بين الفعلين لإظهار التناقض بين الفعل الظاهر (أغلب الهوى) والفعل الباطن (إخفاء المشاعر).",""
"27","العذال / الهوى","استعارة","تصوير العذال كسلطة أو قوة توجه الشاعر لإخفاء شغفه، تشخيص للوم الآخرين.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"28","فيا حسراتِ القلب في إِثْرِ من يُرى قريبًا، ويُلفى خَيْرُهُ منك قاصيا","قريبًا / قاصيا","طباق سلب","تقابل بين القرب والبعد لإبراز ألم الفقد والفراق، وشدّة الحنين إلى المحبوب."
"28","حسرات القلب","كناية","كناية عن شدة الحزن والأسى الذي يعتري الشاعر بسبب البعد أو الفقد.",""
"28","يُرى / يُلفى","مقابلة","مقابلة بين الرؤية المباشرة واللقاء غير المتاح، لإبراز التناقض بين ما يتمناه وما يحصل عليه.",""
"28","قريب / قاصي","جناس التصريف","اشتقاق من القرب والبعد يعطي إيقاعًا موسيقيًا ويقوّي المعنى الشعوري.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"29","تعرضتُ فاستمررتِ من دون حاجتي فحالَكِ إني مُسْتَمِرٌّ لحاليا","فاستمررتِ / مستمر لحاليا","تكرار","تكرار الفعل «استمرّ» لتأكيد استمرار الفعل وتأثيره على الشاعر."
"29","من دون حاجتي","كناية","كناية عن قيامها بالفعل بلا داعٍ، أي أنّ فعلها زائد على ما يحتاجه الشاعر.",""
"29","حالَكِ إني","استعارة","تصوير حالها وتأثيرها عليه كأنها قوة تحكم المشاعر، تشخيص لحالها.",""
"29","استمررتِ / مستمرٌ","جناس التصريف","تقارب لفظي بين اشتقاقات الفعل لإضفاء إيقاع موسيقي وتأكيد المعنى.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"30","فَرُدِّي جِمال البينِ ثم تحمّلي فما لكِ فيهم من مُقام ولا ليا","ردّي جمال البين ثم تحمّلي","أسلوب إنشائي (أمر)","استخدام أسلوب الأمر لإظهار الإصرار على إعادة الناقة أو ما يرمز له من الاتصال."
"30","ما لك فيهم من مقام ولا ليا","طباق سلب","تقابل بين المقام والليّة (القرب والبعد) لإظهار التباين بين الحقائق والأماني.",""
"30","جمال البين","استعارة","جعل الناقة كرمز للوصل والبعد، أي أنّ جمالها يعكس العلاقة أو المسافة بينهم.",""
"30","تحملي / فرُدي","مقابلة","مقابلة بين الفعلين لإبراز التناقض بين الفعل المفعول والفعل المأمور به، لتوضيح شدّة الموقف.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"31","وإني لَمَغْرُورٌ أُعَلِّلُ بالمُنَى لياليَ أَرجو أن مالكَ ماليا","أعلّل بالمُنى","استعارة","جعل التعلّل بالمُنى سببًا للأمل، تصوير للمُنى كوسيلة تبرير للرغبة أو التفاؤل."
"31","أرجو أن مالكَ ماليا","كناية","كناية عن الأمل في الحصول على ما يريد، أي أنّ ما يملكه الطرف الآخر مرغوب عند الشاعر.",""
"31","لمغْرور / أعلّل","مقابلة","مقابلة بين الغرور والرجاء لإظهار تناقض شعور الشاعر بين الفخر والرغبة.",""
"31","ليالي أرجو","مبالغة","مبالغة في طول فترة الأمل والتمني، لإبراز استمرار الشوق والرجاء.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"32","وقائلةٍ والدمعُ يَحْدُرُ كُحْلَها أَبعْدَ جرير تُكْرِمُونَ المواليا","الدمع يحدر كحلها","استعارة","تصوير الدمع كأنه يسيل من الكحل، تصوير لحالة الحزن والأسى الظاهرة على وجهها."
"32","أبعد جرير تُكرمون المواليا","كناية","كناية عن التباعد في المعاملة أو القرب والبعد في المودة، أي أنّ الكرم أو الشرف بعيد عند البعض.",""
"32","وقائلة / يحدر الدمع","توشيع","توسيع الفعل والصفة لتأكيد أثر الحزن على الكلام والمظهر الخارجي.",""
"32","يحدر / تُكرمون","مقابلة","مقابلة بين انسكاب الدمع وتأثير الآخرين في الكرم، لإظهار التناقض بين المشاعر الداخلية والتصرّف الخارجي.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"33","بِأَيِّ نجاد تحمل السيفَ بعدما قطعتَ القوى من مِحْمَلٍ كان باقيا","تحمل السيف / قطعت القوى","مقابلة","مقابلة بين حمل السيف والقوة المقطوعة لإبراز الشجاعة والمخاطرة بعد ضعف الطرف الآخر."
"33","محمَلٍ كان باقيا","كناية","كناية عن المكان أو الوضع المستمر، أي أنّ المعركة أو القوة السابقة ما زالت موجودة رغم ما حدث.",""
"33","نجاد / السيف","استعارة","تصوير السيف كأنه جزء من الجسم (نجاد) للدلالة على الانتصار والقوة.",""
"33","تحمل / قطعت","طباق سلب","تقابل بين الفعلين لإظهار التناقض بين الفعل العدواني والفعل المسبق بالقطع، لتوضيح الموقف البطولي.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"34","بأَي سِنان تطعُن القوم بعدما نزعتَ سِنانًا من قناتك ماضيا","سِنان تطعن / نزعت سنان","تكرار","تكرار لفظ «سِنان» لتأكيد الفعل العدواني وشدّة الهجوم على القوم."
"34","تطعُن القوم","استعارة","جعل الطعن بالسنّان رمزًا للهجوم العسكري أو القوة الموجهة ضد الأعداء، تشخيص للمعركة.",""
"34","نزعت سنان من قناتك","كناية","كناية عن إزالة القوة أو السلاح استعدادًا للقتال، أي أنّ القوة كانت حاضرة ومهيأة.",""
"34","سنان / سنان","جناس التصريف","اشتقاق من نفس الجذر يعطي إيقاعًا موسيقيًا ويقوّي المعنى الشعوري للبيت.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"35","ألا لا تخافا نَبْوَتِي في مُلِمَّةٍ وخافا المنايا أن تفوتكما بيا","لا تخافا / خافا المنايا","طباق سلب","تقابل بين الفعلين لإبراز التناقض بين الاطمئنان والخوف من الموت أو الفقد."
"35","نبوتي في ملمّة","استعارة","جعل الشجاعة أو الخبرة كأنها شيء ملموس يمكن الاعتماد عليه في المواقف الصعبة.",""
"35","تفوتكما بيا","كناية","كناية عن فقدان الحياة أو الفرصة، أي أنّ الموت قد يسبق أو يحرم من شيء مرغوب.",""
"35","لا تخافا / خافا","تكرار","تكرار الفعلين لزيادة القوة البلاغية وإبراز التناقض بين الأمان والخوف.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"36","فقد كنتُ نارًا يصطليها عدوُّكم وحِرْزًا لما ألجأتم من ورائيا","كنت نارًا يصطليها عدوكم","استعارة","جعل الشاعر نارًا يتحرق بها الأعداء، تصوير لشدّة قوته وفتكه بالعدو."
"36","وحِرْزًا لما ألجأتم من ورائيا","كناية","كناية عن الحماية والملجأ، أي أنّه حصن لمن وراءه ويحميهم من الأذى.",""
"36","نار / حرز","مقابلة","مقابلة بين القوة والهجوم (النار) والحماية (الحرز) لتوضيح دور الشاعر المتعدد: هجوم ودفاع.",""
"36","يصطليها / ألجأتم","طباق سلب","تقابل بين الضرر الواقع على الأعداء وبين اللجوء أو الحماية للآخرين، إبراز للتناقض في الأثر.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
