"7","وجَارَتِهَا أمَّ الرَّبابِ بِمَأَسِلِ","ذكر امرأتين وجارية","توزيع","توزيع لصورتين (أمّ الحويرث – أمّ الرباب) لبيان تعدّد التجارب العاطفية."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"8","إذا قَامَتَا تَضَوَّعَ المِسْكُ مِنْهُمَا","تضوّع المسك منهما","استعارة","شبّه رائحة المرأتين بالمسك المتصاعد، للدلالة على شدّة الطيب والجمال."
"8","نَسِيْمَ الصَّبَا جَاءَتْ بِرَيَّا القَرَنْفُلِ","نسيم الصبا / ريا القرنفل","تشبيه","شبّه طيب رائحتهما بأنفاس الصبا التي تحمل رائحة القرنفل."
"8","المسك – القرنفل","توزيع","توزيع روائح متعددة (المسك – القرنفل) لإبراز شدّة الطيب وتنوّع العطر.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"9","فَفَاضَتْ دُمُوعُ العَيْنِ مِنِّي صَبَابَةً","فاضت دموع العين","مبالغة","مبالغة في وصف كثرة الدموع وانسيابها دلالة على شدّة الحزن والوجد."
"9","عَلى النَّحْرِ حتّى بَلَّ دَمْعِيَ مِحْمَلي","حتى بلّ دمعي محملي","مبالغة","يبالغ في شدّة البكاء حتى ابتلّ المحمل من كثرة الدموع."
"9","دموعي… محملي","تجريد","تجريد دموعه وجعلها كيانًا مؤثّرًا يصل إلى المحمل ليبرز شدّة الانفعال العاطفي.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"10","ألا رُبَّ يَوْمٍ لَكَ مِنْهُنَّ صَالِحٍ","ربّ يومٍ… صالح","كناية","كناية عن كثرة الأيام الجميلة التي قضاها معهن، دون ذكر تفاصيلها مباشرة."
"10","ولا سِيَّمَا يَوْمٍ بِدَارَةِ جُلْجُلِ","لا سيّما يوم بدارة جلجل","توزيع","توزيع للأيام بذكر يوم مخصوص لتمييزه عن بقية الأيام."
"10","ولا سِيَّمَا…","التفات","انتقال من التعميم إلى التخصيص لإبراز أهميّة هذا اليوم بالذات.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"11","ويَوْمَ عَقَرْتُ للعَذَارَى مَطِيَّتي","عقرتُ للعذارى مطيّتي","كناية","كناية عن شدّة الكرم والتضحية، إذ قدّم راحلته ليرضي العذارى."
"11","فَيَا عَجَباً لِرَحْلِهَا المُتَحَمَّلِ","يا عجباً","التفات","انتقال من السرد إلى التعجّب لإظهار الدهشة من حال الرحل المحمول."
"11","رحلها المتحمل","مبالغة","مبالغة في وصف ثقل الحمل أو كثرة ما وضع عليه لإبراز قيمة الموقف.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"12","فَظَلَّ العَذَارَى يَرْتَمينَ بِلَحْمِهَا","يرتمن بلحمها","كناية","كناية عن شدّة الجود والكرم؛ إذ يشير إلى توزيع اللحم بكثرة حتى تتقاذفه العذارى."
"12","وشَحْمٍ كَهُدَّابِ الدِّمَقْسِ المُفَتَّلِ","كهدّاب الدِّمَقْس","تشبيه","شبّه بياض الشحم ونعومته بهدّاب الدِّمَقْس المبروم للدلالة على النقاء والليونة."
"12","لحمها / شحم كهدّاب الدِّمَقْس","توزيع","توزيع بين اللحم والشحم لإبراز وفرة الذبيحة وجودة ما تقدّمه.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"13","ويَوْمَ دَخَلْتُ الخِدْرِ خِدْرَ عُنَيْزَةٍ","دخلتُ الخدر","كناية","كناية عن القُرب الشديد والخصوصية، فالخدر موضع سرّ المرأة وسترها."
"13","فَقَالَتْ لَكَ الوَيْلَاتُ إنَّكَ مُرْجِلِي","لك الويلات","مبالغة","مبالغة في إظهار الدهشة والإنكار، لا بمعنى الدعاء الحقيقي."
"13","خدر / خدر عنيزة","تكرار (ضمني)","تكرار لفظ الخدر لتأكيد خصوصية المكان وتعظيم اللحظة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"14","تَقُولُ وقَدْ مَالَ الغَبِيْطُ بَنَا مَعاً","تقول… وقد مال الغبيط بنا","المراجعة","تكرار صيغة القول في سياقين مختلفين يُظهر تتابع الحوار وتداخل الأصوات في الموقف."
"14","عَقَرْتَ بَعِيْرِي يا امْرَأ القَيْسِ فَانْزِلِ","عقرت بعيري","كناية","كناية عن شدّة تأثرها أو غضبها من فعله الذي عطّلها وأوقعها في الحرج."
"14","يا امرأ القيس فانزل","الخطاب المباشر","التفات","انتقال من رواية الحدث إلى مخاطبة الشاعر مباشرة، لإبراز شدّة اللحظة وانفعالاتها."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"15","فَقُلْتُ لَهَا سِيْرِي وأرْخِي زِمَامَهُ","سِيري وأرخي زمامه","كناية","كناية عن طمأنته لها وطلبه متابعة السير بهدوء وعدم التوقف."
"15","ولا تُبْعِدِيني مِنْ جَنَاكِ المُعَلَّلِ","جناك المعلّل","استعارة","شبّه لذّات القرب منها بالثمار التي تُجنى، للدلالة على اللطف والودّ."
"15","سيري / لا تبعديني","مقابلة","تقابل بين الأمر بالسير والنهي عن الإبعاد لإبراز التعلّق والبقاء قريبًا.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"16","فَمِثْلِكِ حُبْلَى قَدْ طَرَقْتُ ومُرْضِعٍ","حبلى… ومرضِع","توزيع","توزيع لصورتين لامرأتين (حبلى – مرضع) لإظهار تكرّر التجارب وامتدادها."
"16","فَمِثْلِكِ حُبْلَى قَدْ طَرَقْتُ","حبلى","كناية","كناية عن ضعفها وحاجتها للراحة، لإظهار جرأة الشاعر واقتحامه للظروف."
"16","فألْهَيْتُهَا عَنْ ذِيْ تَمَائِمَ مُحْوِلِ","ألهيتها عن ذي تمائم","كناية","كناية عن شدّة تعلقها به حتى نسيت طفلها ذي التمائم."
"16","ذو تمائم محول","مبالغة","تصوير الطفل بالمحوّل (الذي قارب الفطام) لإبراز مدى انشغالها عنه، وهو مبالغة في وصف تأثير الشاعر عليها.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"17","إذا ما بَكَى منْ خَلْفَهَا انْصَرَفَتْ لَهُ","انصرفت له","كناية","كناية عن رحمتها وحرصها على طفلها حين يبكي، رغم انشغالها."
"17","بِشِقٍ وَتَحْتِي شِقُّهَا لَمْ يُحَوَّلِ","بِشِقٍّ… شِقّها","جناس التصريف","جناس لاختلاف الحركة والمعنى بين الكلمتين مع تقارب اللفظ."
"17","شِقٌّ… شِقّها لم يُحوّل","ردّ الأعجاز على الصدور","تكرار لفظ شق في أوّل الجملة وآخرها مما يربط طرفي البيت دلاليًا وإيقاعيًا.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"18","ويَوْمٍ عَلَى ظَهْرِ الكَثِيْبِ تَعَذَّرَتْ","تعذَّرت","كناية","كناية عن امتناعها أو تظاهرها بالعجز على الكثيب لشدّة الموقف أو الحياء."
"18","عَليَّ وَآلَتْ حَلْفَةً لم تَحَلَّلِ","آلت حلفةً لم تُحلَّل","مبالغة","مبالغة في تصوير قوّة يمينها وثباتها على العهد."
"18","تعذرت / لم تحلل","مقابلة","تقابل بين فعل التعذّر والثبات على اليمين لإظهار التناقض بين الضعف الظاهر والقوة الباطنة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"19","أفَاطِمَ مَهْلاً بَعْضَ هذا التَّدَلُلِ","مهلًا بعضَ هذا التدلّل","كناية","كناية عن طلبه منها التخفيف من الدلال والغنج دون التصريح بالمعنى المباشر."
"19","وإنْ كُنْتِ قَدْ أزْمَعْتِ صرمْي فَأجْمِلِي","أزمعتِ صرمي","كناية","كناية عن العزم على الفراق وقطع العلاقة."
"19","صرمي / فأجملي","مقابلة","تقابل بين الفراق (صرمي) وبين الإحسان في الفعل (أجْمِلي) لإبراز التوتر بين القسوة واللطف.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"20","أغَرّكِ مِنِّي أنَّ حُبَّكِ قَاتِلي","حبّك قاتلي","مبالغة","مبالغة في تصوير تأثير حبّها عليه حتى جعله بمنزلة القاتل."
"20","أغَرّكِ مِنِّي","أغرك","كناية","كناية عن لَومها بلطف على اغترارها بقدرته على تحمّل شدّة حبّه وضعفه أمامها."
"20","وأنَّكِ مِهْمَا تأمُرِي القَلْبَ يَفْعَلِ","تأمري القلب يفعل","استعارة","جعل القلب بمنزلة المأمور الذي يطيع الأوامر، وهو تصوير لطاعة العاشق وتعلّقه الشديد."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"21","فإنْ تَكُ قَدْ ساءَتْكِ مِنِّي خَلِيْقَةٌ","ساءتك مني خليقة","كناية","كناية عن تصرّف أو خُلُق أغضبها دون التصريح بماهيته."
"21","فَسُلِّي ثِيَابِي منْ ثِيَابِكِ تَنْسُلِ","فسُلّي تنسلي","الجناس المطلق","جناس بين (سُلّي) و(تنسلي) مع اختلاف المعنى واتحاد الوزن تقريبًا."
"21","ثِيَابِي من ثِيَابِكِ","تكرار","تكرار كلمة ثياب لإبراز شدة الارتباط بينهما قبل الفراق.",""
"21","فَسُلِّي… تَنْسُلِ","ردّ الأعجاز على الصدور","تكرار اللفظين من نفس الجذر في آخر الشطرين لإحداث ربط موسيقي ودلالي.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"22","وَمَا ذَرَفَتْ عَيْنَاكِ إلَّا لتَضْرِبي","ذرَفت عيناك لتضربي","استعارة","جعل الدموع كأنها سلاح تُصيب به، تصوير لقوة تأثيرها عليه."
"22","بِسَهْمَيْكِ في أعشَارِ قَلْبٍ مُقَتَّلِ","بسهميكِ","استعارة","شبّه نظراتها أو فتنتها بالسهام التي تُصيب قلبه."
"22","قَلْبٍ مُقَتَّلِ","مبالغة","تصوير قلبه كالمجروح المشقوق لكثرة ما أصابته سهام حبّها.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"23","وبَيْضَةِ خِدْرٍ لا يُرَامُ خَبَاؤُهَا","بيضة خدر","كناية","كناية عن الفتاة المصونة المحجوبة التي لا يُنال سترها."
"23","لا يُرَامُ خَبَاؤُهَا","مبالغة","مبالغة في تصوير شدّة صيانتها وحماية خدرها.",""
"23","تَمَتَّعْتُ من لَهْوٍ بها غير مُعْجَلِ","تمتعت… غير معجل","كناية","كناية عن طول الملاطفة والقرب بلا استعجال."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"24","تَجَاوَزْتُ أهْوالًا إلَيْهَا","تجاوزتُ أهوالًا إليها","كناية","كناية عن شدّة تعلقه بها حتى إنه يواجه المشقّات والمخاطر للوصول إليها."
"24","ومَعْشَراً عَليَّ حِرَاصًا","حِرَاصًا","مبالغة","مبالغة في وصف شدّة مراقبة القوم له وحرصهم على منعه."
"24","لو يُسِرُّون مَقْتَلِي","يسرّون مقتلي","استعارة","صوّر شدّة عداوتهم أو غيرتهم كأنهم يخفون رغبة في إيذائه."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"25","إذا ما الثُّرَيَّا في السَّمَاءِ تَعَرَّضَتْ","تعرضت الثريا","تشبيه","تشبيه حال ظهور الثريا في السماء بانكشاف شيء مضيء جميل."
"25","تَعَرَّضَ أثْنَاءِ الوِشَاحِ المُفَصَّلِ","تعرض أثناء الوشاح المفصّل","تشبيه","تشبيه الثريا بخرزات الوشاح المنظوم، لتصوير جمالها وتناظر ضوئها."
"25","الثريا / الوشاح","توزيع","توزيع بين صورتين (نجوم – وشاح) لإبراز التوازي بين الجمال السماوي والزينة الأرضية.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"26","فَجِئْتُ وقَدْ نَضَتْ لِنَوْمٍ ثِيَابَهَا","نضت ثيابها للنوم","كناية","كناية عن استعدادها للنوم وكونها في حالة استرخاء وخصوصية."
"26","لَدَى السِّتْرِ إلَّا لِبْسَةَ المُتَفَضِّلِ","لبسة المتفضّل","كناية","كناية عن خفة الثوب الذي بقي عليها، للدلالة على الرقة والبساطة."
"26","نضت / لبسة المتفضل","مقابلة","تقابل بين نزع الثياب وبين بقاء ""لبسة"" خفيفة، لإبراز التدرّج في الصورة ووصف الحالة.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"27","فَقَالَتْ يَمِيْنَ الله ما لَكَ حِيْلَةٌ","ما لك حيلة","كناية","كناية عن شدّة تعلقه بها أو عجزه عن ترك الغواية."
"27","يَمِيْنَ الله","مبالغة","مبالغة في توكيد القول بالقَسَم.",""
"27","وما إنْ أرَى عَنْكَ الغَوَايَةَ تَنْجَلِي","لا تنجلي الغواية","استعارة","صوّر الغواية بشيء يغشى النفس ولا ينقشع، للدلالة على دوام حاله معها."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"28","فَقُمْتُ بِهَا أمْشِي تَجُرُّ وَرَاءَنَا","تجرّ وراءنا","كناية","كناية عن شدة قربها منه حتى إن ثوبها يجر خلفهما أثناء المشي معًا."
"28","عَلَى إِثْرِنَا أذْيَالَ مِرْطٍ مُرَحَّلِ","أذيال مرط مرحّل","تشبيه","تشبيه حركة أذيال الثوب المجرور بحركة أثر يسير خلفهما، مما يعزز المشهد الحركي."
"28","أذيال / مرط مرحّل","توزيع","توزيع عناصر الثوب (أذيال – مرط) لإظهار جماله وطوله وتفصيله.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"29","فَلَمَّا أجَزْنَا سَاحَةَ الحَيِّ","أجزنا ساحة الحي","كناية","كناية عن الابتعاد عن الديار والدخول في مرحلة أكثر خفاء وسرّية."
"29","وانْتَحَى بِنَا بَطْنُ خَبْتٍ","بطن خبت","استعارة","استعارة في وصف المطمئن المنخفض من الأرض بالبطن، لإظهار الاحتواء والستر."
"29","ذي قِفَافٍ عَقَنْقَلِ","قفاف عقنقل","مبالغة","مبالغة في وصف وعورة المكان وشدّة تضاريسه لإبراز صعوبة المسار."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"30","هَصَرْتُ بِفْودَي رَأْسِهَا فَتَمَايَلَتْ","هصرتُ بفُودَي رأسها","كناية","كناية عن ملاطفته لها وقربه الشديد منها حتى أمسك ناصيتها برفق."
"30","فَتَمَايَلَتْ عَلَيَّ","تمايلت عليّ","استعارة","صوّر تمايلها كتمايل الغصن الرطيب لطراوة جسمها ورقّتها."
"30","هَضِيْمَ الكَشْحِ رَيَّا المُخَلْخَلِ","هضيم الكشح","مبالغة","مبالغة في وصف رشاقتها ودقّة خصرها."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"31","مُهَفْهَفَةٌ بَيضاءُ غَيْرُ مُفاضَةٍ","مهفهفة بيضاء","مبالغة","مبالغة في وصف رشاقتها ونعومة بشرتها وصفائها."
"31","تَرَائَبُها مَصْقُولَةٌ كالسَّجَنْجَلِ","كالسَّجَنْجَل","تشبيه","تشبيه تَرائِبها (صدرها أو أعلى صدرها) بمرآة السجنجل المصقولة في الصفاء واللمعان."
"31","بيضاء / مصقولة","توزيع","توزيع الصفات بين اللون واللمعان لإبراز جمالها من أكثر من زاوية.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"32","تَصُدُّ وتُبْدِي عَنْ أسِيلٍ","تصُدّ وتُبدي","طباق إيجاب","تقابل بين الصدّ والإبداء لإظهار تردّدها بين الحياء والرغبة."
"32","عَنْ أسِيلٍ","كناية","كناية عن وجهها أو خدّها الناعم المشرق دون ذكره مباشرة.",""
"32","بِنَاظِرَةٍ منْ وَحْشِ وَجْرَةَ مُطْفِلِ","ناظرة من وحش وجرة","تشبيه","شبّه نظرتها بنظرة ظبية صغيرة في وجرة، للدلالة على اللطف والخفر والدهشة."
"32","ناظرة / وحش وجرة مطفل","توزيع","توزيع للصورة بين ""النظرة"" و""الوحش المطفل"" لإكمال المشهد الجمالي بملامح الرقة والخجل.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"33","وجِيْدٍ كَجِيْدِ الرِّئْمِ","كجيد الرئم","تشبيه","شبّه طول الجيد واعتداله بجيد الظبية البيضاء (الرئم) للدلالة على الرشاقة والنعومة."
"33","لَيْسَ بِفَاحِشٍ إذا هيَ نَصَّتْهُ وَلَا بمُعَطَّلِ","ليس بفاحش ولا بمعطّل","طباق إيجاب","تقابل بين الفحش والتعطّل لإظهار الاعتدال في طول الجيد؛ لا طويل مبالغ فيه ولا قصير ناقص."
"33","ليس بفاحش / ولا بمعطل","جناس التصريف","تقارب لفظي بين (فاحش – معطّل) في الوزن والصيغة مع اختلاف الحروف والمعنى.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"34","غَدَائِرُهُ مُسْتَشْزَرَاتٌ إلى العُلا","غدائر مستشزرات إلى العلا","مبالغة","مبالغة في تصوير ارتفاع الضفائر وكثافتها كأنها تعلو وترتفع بقوة."
"34","تَضِلُّ العِقَاصُ في مُثَنًّى وَمُرْسَلِ","تضلّ العقاص","استعارة","صوّر تداخل ضفائرها بالعقاص حتى كأنها تضلّ الطريق من شدة التفاوت والطول."
"34","مُثَنًّى وَمُرْسَلِ","توزيع","توزيع لحالات الشعر بين المضفور (مثنّى) والمنسدل (مرسل) لبيان تنوّع جماله وتفصيله.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"35","وكَشْحٍ لَطِيْفٍ كَالجَدِيلِ مُخَصَّرٍ","كالجَديل","تشبيه","شبّه دقّة خصرها وحسنه بالجديل (الضفيرة)، للدلالة على الرقّة والانسياب."
"35","وسَاقٍ كَأنْبُوبِ السَّقِيِّ المُذَلَّلِ","كأنبوب السقي المذلّل","تشبيه","شبّه ساقها بالأنبوب المستقيم الملساء، لإبراز الاعتدال والطول والنعومة."
"35","كشح لطيف / ساق كأنبوب","مقابلة","تقابل بين وصف الخصر والساق لإبراز جمال متكامل في موضعين مختلفين من الجسد.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"36","ويُضْحِي فَتِيْتُ المِسْكِ فَوْقَ فِرَاشِهَا","فَتِيتُ المِسْك فوق فراشها","استعارة","تصوير رائحتها القوية بالمسك الذي يتناثر فوق فراشها، مبالغة في الطيب."
"36","نَؤُومُ الضُّحَى","نؤوم الضحى","كناية","كناية عن ترفها ورغد عيشها، إذ تنام حتى الضحى."
"36","لم تَنْتَطِقْ عنْ تَفَضُّلِ","لم تنتطق عن تفضّل","كناية","كناية عن هدوئها ونعومتها ورقتها، فلا تتحرك أو تنطق بتكلّف أو ادّعاء."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"37","وتَعْطُو بِرَخْصٍ غَيْرِ شَثْنٍ","تعطو برخص غير شثن","كناية","كناية عن لين يديها ورقّتهما وخلوّهما من الغلظ والخشونة."
"37","كَأنَّهُ أسارِيعُ ظَبْيٍ","كأساريع ظبي","تشبيه","شبّه أصابعها الدقيقة بأساريع الظبي (صغارها أو آثار أقدامها)، للدلالة على الرشاقة والدقّة."
"37","أوْ مَسَاوِيْكُ إِسْحِلِ","مساويك إسحل","تشبيه","تشبيه أصابعها بمساويك شجرة الإسحل المستقيمة الدقيقة، لإبراز النعومة والاعتدال."
"37","أساريع ظبي / مساويك إسحل","توزيع","توزيع لصورتين من الطبيعة (الحيوان – النبات) لتقوية وصف جمال اليدين ودقّتهما.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"38","تُضِيءُ الظَّلامَ بالعِشَاءِ","تُضيء الظلام","استعارة","صوّر وجهها أو حضورها بضوء يبدّد الظلام، للدلالة على شدة إشراقها."
"38","كَأنَّهَا مَنَارَةُ مُمْسَى رَاهِبٍ مُتَبَتِّلِ","كمنارة ممسى راهب","تشبيه","شبّهها بمنارة مضيئة يهتدي بها الناس، مما يعظّم نورها وسطوعها."
"38","منارة / راهب متبتّل","توزيع","توزيع عناصر الصورة بين المنارة والراهب لإضفاء القداسة والوقار على شدة الضوء.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"39","إلَى مِثْلِهَا يَرْنُو الحَلِيْمُ صَبَابَةً","يرنو الحليم صبابة","كناية","كناية عن شدّة جمالها، حتى إنّ الحليم الوقور لا يملك نفسه عند رؤيتها."
"39","إذا ما اسْبَكَرَّتْ بَيْنَ دِرْعٍ ومِجْوَلِ","بين درع ومجول","طباق إيجاب","تقابل بين نوعين من اللباس (الدرع – المجول) لإبراز امتلاء الصورة وتفصيلها."
"39","يَرْنُو / صبابة","مبالغة","مبالغة في شدّة التعلّق والانجذاب إليها.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"40","كَبِكْرِ المُقَانَاةِ البَيَاضَ بِصُفْرَةٍ","كبكر المقاناة البياض بصفرة","تشبيه","شبّه لون بشرتها بلون الناقة البكر الممتزج بياضها بصفرة محبّبة عند العرب."
"40","غَذَاهَا نَمِيْرُ الماءِ غَيْرُ مُحَلَّلِ","غذاها نمير الماء","استعارة","شبّه الماء العذب بالغذاء الذي يزيد اللون صفاءً، وهو تصوير لنقاء البشرة."

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"41","تَسَلَّت عَمَايَاتُ الرِّجالِ عن الصِّبَا","تسلّت عمايات الرجال","كناية","كناية عن تركه لطيش الشباب وانصرافه عن أخطائه القديمة."
"41","وَلَيْسَ فُؤَادِي عَنْ هَوَاكِ بِمُنْسَلِي","ليس… بمنسلي","طباق سلب","تقابل بين تسلّت (الترك) وليس بمنسلي (عدم الترك) لإظهار المفارقة بين نضجه العام وثبات حبه لها."
"41","فؤادي / هواك","مبالغة","مبالغة في بيان شدّة التعلّق، إذ يجعل قلبه غير قادر على الانسلال من حبّها مهما تغيّر هو.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"42","ألا رُبَّ خَصْمٍ فيكِ ألْوَى رَدَدْتُهُ","خصم… ألْوَى رددته","كناية","كناية عن دفاعه عنها وردّه لكل من يلومه أو يعاتبه بسبب حبّه لها."
"42","نَصِيْحٍ عَلَى تَعْذَالِهِ غَيْرَ مُؤْتَلِي","نصيح غير مؤتلي","مبالغة","مبالغة في وصف الناصح الذي يُكثر اللوم، ومع ذلك لا يضعف الشاعر أمام نصائحه."
"42","ألْوَى / غير مؤتلي","مقابلة","تقابل بين الخصم الذي يلوّي ويُكثر اللوم وبين الشاعر الذي لا يضعف ولا يتراجع.",""

"رقم البيت","البيت","التعبير البلاغي","العنصر البلاغي","الشرح"
"43","ولَيْلٍ كموجِ البَحْرِ مُلْقٍ سُدُولَهُ","ليلٍ كموج البحر","تشبيه","شبّه الليل بأمواج البحر في شدّته واضطرابه وظلمته."
"43","مُلْقٍ سُدُولَهُ عليَّ","ملقٍ سدوله","استعارة","جعل الليل كمن يلقي ستائر كثيفة على الشاعر ليغمره بالهموم."
