25,"ومن عصاك، فعاقبه معاقبةً تنهى الظلوم، ولا تقعد على ضمَد",فعاقبه معاقبةً,استعارة,"صوّر العقوبة كفعل ملموس يُنفذ على العصاة، لتجسيد الجزاء والردع."
25,"تنهى الظلوم، ولا تقعد على ضمَد",طباق سلب,تقابل بين العقاب وعدم الجلوس على الجروح (الضماد) لإبراز شدة العقوبة ومنع الظلم من الاستمرار.,
25,من عصاك / فعاقبه,توشيع,"توسعة المعنى بإظهار أن العقوبة شاملة لكل من عصى، أي التأكيد على ردع كل المخالفين.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
26,"إلا لمثلك، أو من أنت سابقه سبق الجواد، إذا استولى على الأمَد",سبق الجواد,تشبيه,"شبّه التفوّق في السرعة أو القوة بالجواد المتقدّم، لتصوير التميز والسبق على الجميع."
26,إلا لمثلك أو من أنت سابقه,طباق سلب,تقابل بين التفوّق والاستثناء لإبراز التفرد والسبق على غيره.,
26,إذا استولى على الأمَد,استعارة,"صوّر السيطرة أو الاستيلاء على المكان أو الوقت كأنه ملك ملموس، لتجسيد القوة والانفراد.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
27,"أعطى لفارهةٍ، حلوٍ توابعها، من المواهب لا تُعطى على نَكد",من المواهب لا تُعطى على نكد,طباق سلب,"تقابل بين العطاء والنكد، لإبراز أن الهبات لا تُعطى إلا في سرور وبهجة."
27,"أعطى لفارهةٍ، حلو توابعها",كناية,"كناية عن اللطف والجمال في العطاء، أي أن العطاء يكون مصحوبًا بالبهجة والجمال.",
27,توابعها,توشيع,توسيع المعنى بإظهار أن الهبة ليست منفردة بل مصحوبة بتبعات جميلة تزيد من قيمتها.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
28,"الواهبُ المائة المعكاء، زَيّنها سعدانُ توضح في أوبارها اللّبَدِ",الواهب المائة المعكاء,مبالغة,"مبالغة في تعداد الهبات وصفاتها، لإظهار كثرتها وعظمتها."
28,زيّنها سعدان توضح في أوبارها اللبد,استعارة,"صوّر الزينة كأنها تصرف ظاهر على الأوبار، لتجسيد الجمال والبهاء بشكل محسوس.",
28,توضح في أوبارها,تشبيه,"شبّه وضوح الزينة في الأوبار بالعلو والظهور، لإبراز جمالها وشدّة بروزها.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
29,"والأدم قد خُيّست، فُتلاً مرافقها مشدودةً برحال الحيرة الجُدُدِ",الأدم قد خُيّست,كناية,"كناية عن جمع وتثبيت الأديم أو الخيام، أي التنظيم والترتيب الدقيق للمكان."
29,فُتلاً مرافقها مشدودة برحال الحيرة الجدد,استعارة,"صوّر الحبال والفُتل كأنها مشدودة ومهيأة بعناية كأنها شخص ينفذ العمل، لتجسيد التنظيم والترتيب.",
29,مشدودة برحال الحيرة الجدد,توشيع,توسعة المعنى بإظهار تضافر الجهود في ضبط وترتيب الخيام أو المعدات.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
30,"والراكضات ذيول الريط، فانقها بردُ الهواجر، كالغزلان بالجرَد",كالغزلان بالجرَد,تشبيه,"شبّه سرعة وانقضاض الخيول أو الإبل بسرعة الغزلان في الأراضي المكشوفة، لتصوير خفة الحركة ورشاقة الجسد."
30,ذيول الريط فانقها برد الهواجر,استعارة,"صوّر الريط والبرد كعامل يوجه أو يحرك الذيول، لتجسيد تأثير الظروف الطبيعية على الحركة.",
30,الراكضات / كالغزلان,طباق إيجاب,"تقابل بين الحيوان والراكضات لإبراز السرعة والخفة، مع الإيجابية في الحركة والانسياب.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
31,"والخيل تمزغ غرباً في أعنّتها، كالطير تنجو من الشؤبوب ذي البرَد",كالطير تنجو من الشؤبوب,تشبيه,"شبّه خيول المعركة بخفة الطير وقدرته على النجاة من الرمي، لتصوير خفة الحركة وسرعة الاستجابة."
31,تمزغ غرباً في أعنّتها,كناية,"كناية عن شدة الحركة وسرعة الانقضاض، أي أن الخيول تتحرك بعنف وانسيابية في الميدان.",
31,الشؤبوب ذي البرَد,استعارة,"صوّر السهام أو الطلقات كأنها برد يضرب الأجساد، لتجسيد الخطر الذي تنجو منه الخيول.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
32,"احكُمْ كحكم فتاة الحي، إذ نظرت إلى حمام شراعٍ، وارد الثّمّد",كحكم فتاة الحي,تشبيه,"شبّه حكم القاضي بعدل فتاة الحي، لتصوير البراءة والصفاء في الحكم وسهولة التقدير."
32,"إلى حمام شراعٍ، وارد الثمّد",استعارة,"صوّر الحمام كأنه قابل للثَمَد أو المراقبة، لتجسيد الانتباه واليقظة.",
32,احكم / إذ نظرت,توشيع,"توسعة المعنى بإظهار علاقة النظر بالحكم، أي أن الحكم يتأثر بالانتباه والملاحظة الدقيقة.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
33,"يحفّه جانبا نيقٍ، وتتبعه مثل الزجاجة، لم تكحل من الرمَد",مثل الزجاجة,تشبيه,"شبّه تتبعه أو حركته بالزجاجة في شفافية وضوح الحركة، لتصوير الدقة والسهولة في الملاحقة."
33,لم تكحل من الرمَد,كناية,"كناية عن نقاء الشيء أو عدم تلونه بالضرر، أي أنه صافٍ وواضح دون شوائب.",
33,يحفّه جانبا نيق / تتبعه,استعارة,"صوّر الحركة كأنها حافة محكمة تلتف حول الشيء، لتجسيد الحذر والانتباه في المراقبة.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
34,"قالت: ألا ليتما هذا الحمام لنا إلى حمامتنا ونصفه، فقد",ألا ليتما,أسلوب إنشائي (تمني),استخدم الشاعر أسلوب التمني للتعبير عن رغبة قوية في امتلاك الحمام.
34,هذا الحمام لنا إلى حمامتنا ونصفه,تشبيه,"شبّه مشاركة الحمام بنصيب مشترك مع الزوجة أو المقربين، لتصوير القرب والمشاركة في المنفعة.",
34,"ونصفه، فقد",توشيع,"توسيع المعنى بإظهار امتداد التمني ليشمل جزءًا من الحمام، أي التفصيل في الرغبة.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
35,"فحسّبوه، فألفوه، كما حسبت، تسعاً وتسعين لم تنقص ولم تزد",تسعاً وتسعين لم تنقص ولم تزد,مبالغة,"مبالغة في الدقة والحساب، لإبراز الانضباط والتمام في العدد."
35,"فحسّبوه، فألفوه",توشيع,"توسيع المعنى بإظهار العملية الحسابية المزدوجة، أولاً بالحساب ثم بالتأكيد.",
35,كما حسبت,كناية,"كناية عن التأكد والثقة في الحساب، أي أن النتيجة دقيقة وصحيحة كما توقع.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
36,"فكمّلت مائةً فيها حمامتها، وأسرعت حسبةً في ذلك العدد",فكمّلت مائةً,مبالغة,مبالغة في تعداد الحمامات لإظهار الانضباط والدقة في العدد.
36,وأسرعت حسبةً في ذلك العدد,توشيع,توسيع المعنى بإظهار السرعة في الحساب إلى جانب الكمال في العدد.,
36,فيها حمامتها,كناية,"كناية عن اكتمال المجموعة أو المجموع بما فيها من العناصر، أي أن كل شيء محسوب بدقة.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
37,"فلا لعمر الذي مسّحت كعبته، وما هريق، على الأنصاب، من جسد",فلا لعمر الذي مسّحت كعبته,قسم,استخدم الشاعر قسمًا باللعمر للتأكيد على صدق القول أو الفعل.
37,وما هريق على الأنصاب من جسد,استعارة,"صوّر ما تم هريقه أو أُهدر كأنه على الأنصاب، لتجسيد الضرر والدمار الواقع.",
37,مسّحت كعبته / هريق,توشيع,"توسعة المعنى بإظهار تصرف الشاعر/الفعل على مستويات مختلفة (القدم/الجسد)، لتأكيد التأثير.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
38,"والمؤمن العائذات الطير، تمسحها ركبان مكة بين الفيل والسعد",تمسحها ركبان مكة,استعارة,"صوّر الفعل كأن الركبان تمسح الطير، لتجسيد السرعة والدقة في الحركة."
38,العائذات الطير,تشبيه,"شبّه الطير بالعائذات، لتصوير الرقة والخفة والقدرة على التحرك بسهولة.",
38,بين الفيل والسعد,توشيع,توسيع المعنى بتحديد المسافة بين نقطتين لتأكيد الانتشار والتحرك بينهما.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
39,"ما قلتُ من سيّيء مما أُتيت به، إذاً فلا رفعت سوطي إليَّ يدي",ما قلت من سيّيء مما أتيت به,كناية,"كناية عن ضبط النفس والاعتدال في القول، أي الامتناع عن قول المسيء رغم القدرة على ذلك."
39,فلا رفعت سوطي إليّ يدي,استعارة,"صوّر رفع السوط كرمز للغضب أو العقاب، لتجسيد التهديد والسيطرة بدون الفعل الفعلي.",
39,إذاً / فلا رفعت,طباق سلب,تقابل بين القول والفعل المهدد لنفي الفعل وتأكید الامتناع عن العقاب.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
40,"إلا مقالة أقوام شقيت بها، كانت مقالتهم قرعاً على الكبد",قرع على الكبد,استعارة,"صوّر القول المؤلم أو الأذى النفسي كأنه يقرع الكبد، لتجسيد شدة الألم النفسي الناتج عن كلام الآخرين."
40,شقيت بها,كناية,كناية عن المعاناة والمشقة التي سببها قول هؤلاء الأقوام.,
40,مقالة أقوام / كانت مقالتهم,توشيع,توسيع المعنى بتكرار الفعل والاسم لإبراز أثر القول على النفس.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
41,"إذاً فعاقبني ربي معاقبةً، قرّت بها عين من يأتيك بالفند",فعاقبني ربي معاقبةً,استعارة,"صوّر العقاب الإلهي كفعل ملموس يؤثر على النفس، لتجسيد الجزاء والانتقام."
41,قرّت بها عين من يأتيك بالفند,كناية,كناية عن الرضا والسكينة النفسية لمن يحل محل المخطئ أو يرد الحقوق.,
41,معاقبة / قرّت بها عين,طباق سلب,تقابل بين العقاب والرضا لإبراز التناقض بين الجزاء والمكافأة.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
42,"أُنبئت أن أبا قابوس أوعدني، ولا قرار على زأرٍ من الأسد",ولا قرار على زأر من الأسد,تشبيه,"شبّه ضيق المكان أو الاستقرار بعدم قدرة أحد على الثبات أمام زئير الأسد، لتصوير الخوف والقوة."
42,أُنبئت أن أبا قابوس أوعدني,كناية,كناية عن تأكيد الوعد وتأكيد الاطمئنان للخبر الوارد.,
42,أُنبئت / أوعدني,توشيع,"توسيع المعنى بإظهار عملية الإعلام بالخبر والوعد، أي التأكيد المتعدد للخبر.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
43,"مهلاً، فداءٌ لك الأقوام كلّهم، وما أثمّر من مالٍ ومن ولد",فداءٌ لك الأقوام كلهم,مبالغة,"مبالغة في التضحية وإظهار قيمة الفداء لأجل الجميع، لإبراز العطاء والكرم الشديد."
43,وما أثمّر من مال ومن ولد,طباق سلب,"تقابل بين العطاء والإثم (عدم الحصول على مردود) لنفي أي نقصان، لإظهار كمال العطاء.",
43,الأقوام كلهم / من مال ومن ولد,توشيع,توسيع المعنى بذكر الناس والمال والولد لتأكيد شمول العطاء وتمامه.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
44,"لا تقذفني برُكنٍ لا كفاء له، وإن تأثفكَ الأعداء بالرفد",لا تقذفني برُكنٍ لا كفاء له,استعارة,"صوّر الركن الضعيف كأنه شيء يمكن قذفه لإيذاء، لتجسيد هشاشة المساند وضعفها أمام الأعداء."
44,وإن تأثفك الأعداء بالرفد,كناية,"كناية عن كثرة محاولات الأعداء في الإيقاع به، أي أنهم يهددونه بأساليب متعددة.",
44,لا تقذف / تأثفك,طباق سلب,تقابل بين القذف والحماية/التهديد لإبراز التناقض بين القوة والضعف.,
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
45,"فما الفرات، إذا جاشت غواربه ترمي أواذيه العبرين بالزبد",ترمي أواذيه العبرين بالزبد,استعارة,"صوّر حركة الفرات وغواره كأنها ترمي الأشياء بقوة، لتجسيد العنف والشدة في جريان الماء."
45,إذا جاشت غواربه,كناية,كناية عن قوة الفرات وسرعة جريانه عند امتلاء الغور أو الارتفاع المفاجئ للمياه.,
45,الفرات / الزبد,تشبيه,"شبّه أثر الماء المتحرك بالغضب والقوة المتطايرة، لتصوير شدة الموج والحركة.",
,,,,
رقم البيت,البيت,التعبير البلاغي,العنصر البلاغي,الشرح
46,"يمدّه كل وادٍ مترعٍ، لجبٍ، فيه ركام من الينبوت والخضد",يركام من الينبوت والخضد,استعارة,"صوّر كثرة المواد أو الصخور المتجمعة كأنها ركام، لتجسيد ضخامة الجبال والوديان."
46,كل وادٍ مترعٍ,كناية,"كناية عن وفرة الماء والموارد في كل وادٍ، لتأكيد شمولية الامتداد والطاقة الطبيعية.",
46,يمدّه / فيه,توشيع,"توسعة المعنى بإظهار الدور الشامل لكل واد في إمداد الجب، أي شمولية القوة والطاقة.",
,,,,
